metabolite	kinase	coef	score	kinase_count	metabolite_name	kinase_name	TP
187.02	YIL042C	-0.179431778676	1.97866542965	18	(Z)-But-1-ene-1,2,4-tricarboxylate	PKP1	0
205.04	YDL028C	-0.165631200388	1.99246600793	18	Lipoate	MPS1	0
187.02	YDL028C	-0.127837240525	2.0302599678	18	(Z)-But-1-ene-1,2,4-tricarboxylate	MPS1	0
133.01	YFL033C	-0.127611325236	2.03048588309	18	(S)-Malate	RIM15	0
205.04	YJL164C	-0.116758197249	2.04133901107	18	Lipoate	TPK1	0
249.06	YGL059W	-0.111393886365	2.04670332196	18	gamma-L-Glutamyl-L-cysteine	PKP2	0
173.1	YBR136W	-0.10126131718	2.05683589114	18	L-Arginine	MEC1	1
187.02	YJL164C	-0.0941233735881	2.06397383473	18	(Z)-But-1-ene-1,2,4-tricarboxylate	TPK1	0
606.07	YGL059W	-0.0897411702522	2.06835603807	18	UDP-N-acetyl-D-glucosamine	PKP2	0
205.04	YPR119W	-0.0890833134901	2.06901389483	18	Lipoate	CLB2	0
173.1	YIL035C	-0.0771035228031	2.08099368552	18	L-Arginine	CKA1	0
341.11	YBR160W	-0.0756469755853	2.08245023274	18	Sucrose	CDC28	1
133.01	YJL164C	-0.070540546814	2.08755666151	18	(S)-Malate	TPK1	0
173.1	YBR160W	-0.0406876220119	2.11740958631	18	L-Arginine	CDC28	1
133.01	YOR061W	-0.0324117697505	2.12568543857	18	(S)-Malate	CKA2	0
187.02	YIL035C	-0.0257041020021	2.13239310632	18	(Z)-But-1-ene-1,2,4-tricarboxylate	CKA1	0
606.07	YBR136W	-0.0240688522077	2.13402835611	18	UDP-N-acetyl-D-glucosamine	MEC1	0
188.06	YOR039W	-1.192974504e-11	2.15809720831	18	N-Acetyl-L-glutamate	CKB2	0
341.11	YOR039W	4.37343339293e-12	2.15809720832	18	Sucrose	CKB2	0
133.01	YOR039W	5.75064496919e-12	2.15809720832	18	(S)-Malate	CKB2	0
606.07	YFL033C	0.0103334653164	2.14776374301	18	UDP-N-acetyl-D-glucosamine	RIM15	0
611.15	YBL088C	0.0126757007757	2.14542150755	18	Glutathione disulfide	TEL1	0
341.11	YPR119W	0.0176283765181	2.1404688318	18	Sucrose	CLB2	0
205.04	YGL059W	0.0195013603682	2.13859584795	18	Lipoate	PKP2	0
611.15	YBR160W	0.0274259488451	2.13067125948	18	Glutathione disulfide	CDC28	0
611.15	YBR136W	0.0289126948976	2.12918451342	18	Glutathione disulfide	MEC1	0
173.1	YJL164C	0.0352560356202	2.1228411727	18	L-Arginine	TPK1	0
205.04	YBR160W	0.0608993281665	2.09719788016	18	Lipoate	CDC28	0
611.15	YFL033C	0.0669650129225	2.0911321954	18	Glutathione disulfide	RIM15	1
249.06	YJL164C	0.0957670182922	2.06233019003	18	gamma-L-Glutamyl-L-cysteine	TPK1	0
191.02	YOR039W	0.10017807354	2.05791913478	18	Citrate	CKB2	0
249.06	YIL042C	0.104991066362	2.05310614196	18	gamma-L-Glutamyl-L-cysteine	PKP1	0
611.15	YIL042C	0.112587806277	2.04550940204	18	Glutathione disulfide	PKP1	0
188.06	YPL256C	0.134668535919	2.0234286724	18	N-Acetyl-L-glutamate	CLN2	0
133.01	YPL256C	0.14108388494	2.01701332338	18	(S)-Malate	CLN2	0
341.11	YBL088C	0.141902643604	2.01619456472	18	Sucrose	TEL1	0
341.11	YDL028C	0.150708943412	2.00738826491	18	Sucrose	MPS1	0
133.01	YGL019W	0.157804449019	2.0002927593	18	(S)-Malate	CKB1	0
249.06	YPL031C	0.180214180003	1.97788302832	18	gamma-L-Glutamyl-L-cysteine	PHO85	0
188.06	YJL164C	0.200576019054	1.95752118927	18	N-Acetyl-L-glutamate	TPK1	0
205.04	YOR061W	0.208506864718	1.9495903436	18	Lipoate	CKA2	0
606.07	YJL164C	0.217297720796	1.94079948753	18	UDP-N-acetyl-D-glucosamine	TPK1	0
133.01	YPL031C	0.247723770513	1.91037343781	18	(S)-Malate	PHO85	0
249.06	YPR119W	0.25374625844	1.90435094988	18	gamma-L-Glutamyl-L-cysteine	CLB2	0
611.15	YPL031C	0.264608922231	1.89348828609	18	Glutathione disulfide	PHO85	0
173.1	YJL141C	0.280153961861	1.87794324646	18	L-Arginine	YAK1	0
191.02	YIL042C	0.288581533829	1.86951567449	18	Citrate	PKP1	0
133.01	YIL035C	0.317170859269	1.84092634905	18	(S)-Malate	CKA1	0
249.06	YOR061W	0.356091026471	1.80200618185	18	gamma-L-Glutamyl-L-cysteine	CKA2	0
611.15	YPR119W	0.38381392907	1.77428327925	18	Glutathione disulfide	CLB2	0
173.1	YFL033C	0.420305539386	1.73779166894	18	L-Arginine	RIM15	0
606.07	YIL095W	0.424904336613	1.73319287171	18	UDP-N-acetyl-D-glucosamine	PRK1	0
173.1	YIL095W	0.451324676346	1.70677253198	18	L-Arginine	PRK1	0
606.07	YIL042C	0.462422598353	1.69567460997	18	UDP-N-acetyl-D-glucosamine	PKP1	0
133.01	YIL042C	0.462514274345	1.69558293398	18	(S)-Malate	PKP1	0
611.15	YJL141C	0.510904628466	1.64719257986	18	Glutathione disulfide	YAK1	0
611.15	YJL164C	0.518496082062	1.63960112626	18	Glutathione disulfide	TPK1	0
173.1	YIL042C	0.574167676944	1.58392953138	18	L-Arginine	PKP1	0
341.11	YJL164C	0.603010710419	1.5550864979	18	Sucrose	TPK1	1
188.06	YOR061W	0.612753106291	1.54534410203	18	N-Acetyl-L-glutamate	CKA2	0
249.06	YJL141C	0.671760931944	1.48633627638	18	gamma-L-Glutamyl-L-cysteine	YAK1	0
133.01	YDL028C	0.706268755034	1.45182845329	18	(S)-Malate	MPS1	0
173.1	YPR119W	0.75245218859	1.40564501973	18	L-Arginine	CLB2	0
249.06	YIL095W	0.757539647108	1.40055756121	18	gamma-L-Glutamyl-L-cysteine	PRK1	0
606.07	YJL141C	0.89301096888	1.26508623944	18	UDP-N-acetyl-D-glucosamine	YAK1	0
188.06	YBR160W	0.893027575261	1.26506963306	18	N-Acetyl-L-glutamate	CDC28	0
611.15	YIL095W	0.940257276599	1.21783993172	18	Glutathione disulfide	PRK1	0
341.11	YGL019W	1.19496828567	0.96312892265	18	Sucrose	CKB1	0
191.02	YGL019W	1.26395107798	0.894146130339	18	Citrate	CKB1	0
341.11	YBR136W	1.43214353512	0.725953673205	18	Sucrose	MEC1	0
191.02	YIL035C	1.79471889671	0.363378311611	18	Citrate	CKA1	0
341.11	YIL035C	2.15809720832	0.0	18	Sucrose	CKA1	0
