	NaCl+alpha_1200	NaCl+alpha_2700	NaCl+alpha_300	NaCl+alpha_60	NaCl+alpha_600	NaCl_1200	NaCl_2700	NaCl_300	NaCl_60	NaCl_600	alpha_1200	alpha_2700	alpha_300	alpha_60	alpha_600
YLR226W	-1.81530856918	-0.817300096664		-0.383734594718	-0.51726929992	-0.819014419213	-0.922995673207	-1.16813022572	-0.698319050706	-0.464199709175	-1.77211329539	-0.748848656825		-0.828273546347	-1.48280410205
YMR001C	0.291664097318	0.434624497286	0.511731384505	0.854803593886	0.480565805086	-0.835944708107	-1.29499204067	-0.901356274183	0.55642412025	-0.838033383636	0.339893778277	0.538651566352	0.475474063374	1.24718356881	0.510322708336
YMR104C	-0.373146585333	0.422278475491	0.302945107727	-0.537751784645	-0.579549140894	-0.549904924128	-0.622329560666	-0.309095445945	-0.676541633151	-0.348721986002	0.3293831136	0.386475297146	-0.335734199852	-0.58004425151	0.306800854846
YNL053W	-0.386686838545	1.69464863055	0.94233389609		0.96818772867	-0.464452720823	-1.86646109163		-0.530177984022		2.19382002602	2.22184874962	1.41907502432		1.50307035193
YNL154C	-2.7447274949	-1.4698003018		0.398591939465	-1.4788619163	0.526367073126	0.318487413361	0.738975166008	0.389978975336	0.582362260348	-1.55284196866	-1.36251027049		-0.424004379797	-1.70774392864
YNL161W	-4.0	0.43675629886	-2.22184874962	0.379135524735	-4.0	-4.0	-2.95860731484	-4.0	0.852632892206	-4.0	-1.21538270737	-0.339513984215	-1.92081875395	-0.567832730557	-1.16941133131
YNL183C		-0.42446578168	0.895171596346	0.954677021213		0.55720677406	-0.753255290276	0.997833938243	1.17005330406	0.978397283972	-0.481091426309	-0.416121401501	-0.467755356373	0.444301105281	
YNL201C						0.480172006224	0.652474840001	0.429223631205	0.774432286561	0.444663672005					0.528561592611
YNL289W	-1.05207638017	-0.508918586577	0.58169870868	0.51726929992	-0.557990840859	-1.12726117253	-2.05551732785	-0.339893778277	0.595337299126	-0.739213331345	0.417141537776	0.395018370393	0.877129077136	0.801342913046	-0.513003111568
YNL307C	-0.401428336518	-0.492548939098	-1.52870828894	-0.626720106723	-1.16621562534	-0.50542801577	-0.401866354187	-0.602059991328	-0.56399646433	-0.589897923357	-0.496617936526	-0.621238824684	-0.359916268627	-0.748361779552	-0.703334809738
YOL001W		0.318216233532		1.03385826726	-0.369877357141	-0.887060023916	-1.09151498112	0.587203571283		-0.49907776081	-0.310247303861	-0.405055263305		1.18442225168	-0.499214827083
YOR039W	-0.696587929403	-0.755228238505	-0.987162775295	0.816160962944	-0.652084813498	-0.348721986002	-0.679023322657	-0.400990760177	-0.662141570959	0.416574499593	-0.519561852822	-0.481222931073	-1.01999662842	0.435570673002	-0.691862621362
YOR061W	-0.883392256012	-0.699839463049	-1.26760624018	0.738975166008	-0.748848656825	-0.346498053037	-0.764471553092	-0.430158100596	-0.698319050706	0.384049948344	-0.665546248849	-0.545460015035	-1.31785492363	0.388914266585	-0.935916564036
YPL031C	-0.891096872333	-0.402633949734	0.337147766735	0.326518302927	-0.614930223668	-1.21395878976	-1.07109230976	-0.332080314683	0.676335464392	-0.712422190921	-0.397289055042	-0.438421631699	0.588548657862	0.617802789623	-0.587203571283
YPL153C	1.38195190329	1.59345981957	1.32422165833	1.27818938479	1.30277065724	0.64704608829	1.27164621798	0.444059562181	0.709520186669	0.623788149717	0.674279141981	0.465593100862	1.14266750357	1.01457352592	1.43179827593
YPL256C	1.30715308072	0.801068130068	1.31966448659	0.33161408331	1.59345981957	0.823908740944	0.436875039662	1.13253251214	0.673869043289	0.806597096938	1.14206473528	0.717831221695	1.01547268666	0.560983271612	0.759950227887
YPR119W	0.392652223232	-0.458295976716	0.489320968968	0.904481957677	-0.611898798429	-0.511731384505	-2.03621217265	-0.545155139991	-0.42377386255	-0.973058372041	0.484258583331	0.408601448719	-1.37986394503	1.17005330406	-0.441531437476
YPR161C	-1.77211329539	-0.82739706879		-0.389020620077	-0.528121800693	-0.823908740944	-0.924088238517	-1.17587416608	-0.709075440617	-0.458420756053	-1.8416375079	-0.734003629505		-0.833569886157	-1.50168944621
