	YBL016W	YBL088C	YBR028C	YBR097W	YBR125C	YBR274W	YCR008W	YCR091W	YDL006W	YDL047W	YDL101C	YDR075W	YDR477W	YFR014C	YGR123C	YHR030C	YHR082C	YIL035C	YIR026C	YJL095W	YJL128C	YJR059W	YKL048C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YLL010C	YLR113W	YLR362W	YML016C	YMR139W	YMR216C	YNL032W	YNL099C	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOR061W	YPL031C	YPL140C
YDR477W	-0.0198084450654		0.0663953453962	-1.09871616302		-0.656709898556	-1.15691333648		-0.70121033499	-1.62000428629	-0.768729894552			-0.358874984081		-0.387910462963		-0.383569054764		-0.644342807557	-1.3180222173	0.0273392801495		-0.493985757746			-0.890058894575			-1.18071985861					1.08428244674	-1.04515823554	-0.113220843469	0.0939914885321			-0.366153540778			
YER089C														0.227019117467													0.373861504431							-0.219156367793			0.254453573515							
YER133W												2.02352160563																										0.116012889362						
YFL029C						-0.243383748501	-0.278661830192			-0.0545182559668				-0.0130799240717					0.732204790151											1.30062094473			-0.552310413284			-0.305595813265	0.0699485104569				1.03893029048			
YFL033C	0.825314731531	1.02131328717	-0.500065418942	1.42775950017	1.1507842117	0.0696847999379	0.100841245262	0.752942472216	0.719047257768	0.628819804438	-1.06129698695	-0.625278892796		-1.58806115739	0.0608236123361	-0.111764313244		0.708762504285	1.40030195341		-0.921324120229		0.00943947451068	0.994766387215	0.968504918125	-3.32556317205	0.667217745913	-0.114089504448		-0.525782866816	0.151035931027	0.549487946895	-0.197740728781	1.06769634561	0.193328674341	-0.5222353107	0.678873077538	-0.308510440393	0.526219105959	-0.870831978091	-0.0333036639353	-0.0759087171129	1.09801658186	-0.241714118555
YFL034C-B							-0.460753629619																																					
YFR028C		0.225420436098				0.369032371879	0.623923369402	0.0992266987112	1.85934068649			0.35588495768				0.290108096986					0.0876884914297		2.4100356786				-0.175493945412		0.0865814711987									-0.0591436234283					-0.400863996554	0.35461361273
YGL019W	0.182832478989	0.049252244119	-0.0593473120313	0.136480669668	0.0482728250615	-0.0287111295335	-0.198685460739	-0.179707532609	-0.0168664897316	0.0910428456213	-0.0354839165458	-0.0552593930777	-0.156633176162	-0.0846299969962	0.0055003607023	-0.13367730215	0.0328706273494	-0.0903067780384	0.0935816213843	-0.324852995744	0.0302858851575	0.0275942642172	-0.10369495185	0.0667999328001	0.147432501856	-0.164882088394	0.0978496859004	-0.0477601886775	0.0382587267559	-0.0251461261442	-0.00705479159529	0.104792125208	-0.123027770503	-0.0467159295383	-0.0108787495693	0.0147695386377	-0.118327260261	0.0749049079985	-0.117463766618		-0.110656264587	-0.102613098416	0.0252546110753	-0.0359639806976
YGL059W	0.169151546943	0.291930865103	-0.338087779001	0.0624303624623	0.112935658149	-1.27590016924	0.370583887647	-1.31347087842		0.0220243871175	-0.153938599695	-0.495769186115	0.0638229196782	-0.530439997758	0.0964733884033	-0.0555669157487	0.0507399105626		-0.190173139003	-0.548727696446	0.0677595418973	-0.23307130031		-0.0904474188955	-0.322870238913	-0.0790455283369	0.0446581186905	-0.273221406321		-0.114716434169		0.55562770727	0.329250772534	0.249014017586	0.0937087925647	-1.29050450767		-0.190131377952	0.0697179394652	-1.21115964076		-0.687358111921	-0.469196468075	
YGL134W	-0.0221737292889	0.324463045962	-0.868388109724	-1.07198146967	-0.0609608565571	0.0167872555159	-1.04282931783	-0.156001483622	0.0468606562188	0.420323513496	-0.00716274070692	-0.908837625168	-0.27144241064	0.165913805172	-0.254044411307		0.248227708429	-0.444039953016	-0.151881828894	0.79489316129	0.0997294443697	0.0605368410272	0.115632157467	-0.778467446717	-0.434628244226	-0.0498072939974	0.135045504631	-1.1906270193	-1.23748591411	0.0615924868	0.163732890172	0.269596525545	-1.35850681002	-0.154507881869	0.0480737899467	-0.345278356449	-0.233143060278	-0.431697764807	0.0442637268362		0.255213402408	-0.465594433027	-0.289712498309	-0.284938119031
YGR092W							-0.460753629619																																					
YHL007C										0.336285223301			0.319932932821									0.798775590867					-0.571704840454			-1.0465933287					0.981210515643						-0.711707611394			
YHR004C	0.164146976017	-0.196872926483	1.2433015511	-0.361702762122	-0.311433242624		-0.266074869759	-0.197425539844		0.0911104004596	-0.586543240912	0.396468551359	0.0147450795031	-0.13515245048	0.320540955105	-0.0594174832952			0.211343192883		-0.211734438769	0.453171868537		-0.476805553614		-0.370015702347	-0.315041471422	-0.083960451526	-0.404120314656	-0.172789221152	0.098613872519	0.305719804149	-0.123804670514	-0.290033019368	-0.0351753882338	0.0959179581996	-0.344106003803	-0.380370980601	-0.198725804644		0.162442583172	-0.0889002286973	-0.116546362896	-0.148537551512
YHR135C																					-1.0550680501																				-0.813341161575			-0.915461946899
YIL035C	0.182832478989	0.049252244119	-0.0593473120313	0.136480669668	0.0482728250615	-0.0287111295335	-0.198685460739	0.375735200675	-0.0168664897316	0.0910428456213	-0.0354839165458	-0.0552593930777	0.0862657652528	-0.0846299969962	0.0055003607023	-0.13367730215	0.0328706273494	-0.0903067780385	0.0935816213843	-0.324852995744	-0.0299458110977	0.0275942642172	-0.10369495185	0.0667999328001	0.147432501856	-0.164882088394	0.0978496859004	-0.0477601886775	0.0382587267559	-0.0251461261442	-0.00705479159529	0.104792125208	-0.123027770503	-0.0467159295383	-0.0108787495693	0.0147695386377	-0.118327260261	0.0749049079985	-0.117463766618		-0.110656264587	-0.102613098416	0.0252546110753	-0.0359639806976
YIL042C	0.169151546943	0.291930865103	-0.338087779001	0.0624303624623	0.112935658149	-1.27590016924	0.370583887647	-1.31347087842		0.0220243871175	-0.153938599695	-0.495769186115	0.0638229196782	-0.530439997758	0.0964733884033	-0.0555669157487	0.0507399105626		-0.190173139003	-0.548727696446	0.0677595418973	-0.23307130031		-0.0904474188955	-0.322870238913	-0.0790455283369	0.0446581186905	-0.273221406321		-0.114716434169		0.55562770727	0.329250772534	0.249014017586	0.0937087925647	-1.29050450767		-0.190131377952	0.0697179394652	-1.21115964076		-0.687358111921	-0.469196468075	
YIL095W	0.0221086782085	0.324368538866	-0.388210744665	0.463782717286	0.803064966117	0.281255560664	0.258823467423	1.40951893028	0.272961122395	0.202377933415	0.458042785507	0.477229574866	0.093867279782	0.075402882135		0.39483648006	0.0491421330029	0.232871151789	0.17175812274		-0.163110925878	-0.0726095849252	0.148069169572	0.749038129783	0.070114890553	0.389285503843	0.229772582421	0.0607596227441	0.257035957613	0.0463622607948	-0.31025089188	0.662085963217	0.215923903139	0.0182237047937	-0.0965916043915	0.0111551008456	-0.319622836969	0.111060733985	0.069118539413	-0.170326930436	0.840744867622	0.324886575018	-0.30531486202	-0.246675848927
YJL128C		-0.43769957389			0.122032702679			0.0837285660219					0.171417451583	0.227019117467										-0.0048512744283		-0.730354347179	0.373861504431		-0.236410281269				-0.413657137854	-0.219156367793	-0.0509845659462		0.254453573515					0.10209703021	-0.154672251299	0.554662154367
YJL141C	0.653331240452	0.426945001133	-0.558549568652	-0.545405628297	0.48441671066	-0.431603208137	-0.319356673694	0.151132581273		0.0204614813345	0.665002034684		-0.105519683944	-0.31830169704		0.126880507502	0.353847704185	-0.255548948224	0.623459930244		-0.148329542509		-0.0608027446825	-0.77857763746	-0.0258995889544	-0.327274992469	-0.150186351299	-0.660495382626	-0.0676411685625	-0.268944830817	-0.00647664264865	-0.130664935479	-0.560461440514	-0.455008520861	1.09335277668		-0.400085244866	-0.581965949357	-0.303589574158		-0.0612528902351	0.00232852691617		-0.150184426831
YJL164C	-0.186244081594	-0.0717518418447		-1.39134221862	-0.165690302496	-0.571919366766	0.070446450988	0.300891149229	-0.441376352656	0.106839235886	-0.018165102537	2.02352160563	0.475959362395		1.73093812922	0.518939855869	1.09909145057	0.446641336145	-0.559085212376	-0.183909166493	-0.295445572088	0.0931621316083	-0.00269079699463	-0.0343545713673	0.435108234343	0.517853556735	-0.193474266247	-0.389532655634	0.0232905629934	-0.0569369823779	-0.0772579703341	0.316620636548	0.197919988556	0.487245915389	0.445515528846	0.341832569875		0.116012889362		0.0238940952384	-0.900976714764	0.16081141173	1.11628819371	0.0612954049709
YJL187C		-0.186596455418		0.0717880594073	0.686781005595	-0.0390852395501		0.122504603007	0.73039922787		-0.424082796178		-0.213346551266			0.865543047904					0.0908227388677		3.76349585583	1.11931358619					0.245075274105	0.443067280091	0.731863546455				0.445236473941			0.0599142953823	0.807605743009			1.43983041721	0.320219143854	0.274870531806
YJR066W		-0.170876432084			0.804126929506			1.06002177948	-0.632854015742				-0.0679510469129	0.162122906333	-0.712557217889				0.125317308517		0.446983143037		0.639467382362			-0.171481587059	-0.221072343469								-0.454375340671	1.14862793963	-0.202534825962					0.701305223571	0.574588642234	0.156105175716
YKL048C	0.325391393661	0.0319776884784			0.0562803105553			-1.00021002291	0.0555876718085				-0.539754579495					-0.268350958878	-0.108451581941			-0.637109513024	-2.98756187773			0.403190314028									-0.314197514379							0.31871650277		-0.615423152567
YLR113W		1.60513632942				-0.734267665843		1.20289960888													-0.0803241544399							0.172849895266																
YLR226W		0.0634505831057	-0.0711295173973	-0.0499409069526	-0.135848733581	-0.0462357311047	-0.30112889464	0.141103064907	-0.143324479649	-0.106809844039	-0.346324440847			-0.0812357483747				0.060944955905	-0.247475819673		0.168094475565		-0.484000823249			-0.259964644682	-0.102870338653	0.0129911965338	-0.0563422181995	0.128939967178	-0.0534858115869		0.0330482651594		-0.177969185057	0.00514276945733	-0.209568461597	0.0583049271422			0.0717265647047	-0.174414924878	-0.411771402244	-0.253137870566
YMR001C	0.765521188038	0.84012682578	-0.224534695748	1.4813389188	-0.0675545564944	0.050687485374	0.221643793126	0.0714721200108	-0.334163301693	-0.0800795300468	0.455150245897	0.155734944009	0.0393879160323	-0.200146691859		0.247807460114	0.346980790983	-0.000491213846207	0.221689998733		0.590662341177	-0.415078852819	1.21604470643	0.148641067417		0.798552823983	-0.248175829082	-0.124158022062	0.00721117143782	-0.21149497376	-0.260198140423	1.05313583071	0.00606276620909	0.000257593946861	0.291098692366	-0.213096107514	-0.0488335107102	0.903464486467	0.0726176965065	-2.44533164128	-0.289928378143	0.0616512723887	-0.223769894693	1.33215009279
YMR104C	-7.81392766089				-4.04235175253		1.22515459598	-0.374128585175										0.483127066509	-0.507616846149						-2.61959982401		0.251078997236		1.07399563189					1.81849945482		0.355943188481			-0.56088664483			-0.0931037158006		
YNL032W				-0.459884633172					-0.346776601806		0.786011460336						-0.047531522111									-0.215574060288	0.218167643728											-0.466885592163						-0.55112912521
YNL154C																					2.23072561678																							
YNL161W	-0.856918053978	0.247044774054	0.121537543695	1.31544879573	-0.524262785305	0.46786313873	0.0947371715283	0.339316079384	-0.654657005938	-0.398743413577	-1.07251964008		0.242140733165	0.045225091675				0.440880431351	0.343270609136		0.562981523087	0.0547900247827	0.484724745507			0.311859720049	0.573010662695	-0.117142051253	0.174407951253	0.18313870695	0.386594562196		-0.0693620499097		0.173164209515	0.0124594437421	0.291338146581	0.980723410166	-0.0247656569352		-0.322367308921	0.197889227567		-0.420016827604
YNL183C						-0.175284245518																0.472885981504																						
YNL289W	0.0994689609727	-0.0662085310476	0.712578560385	0.851265426388	-0.313001988878	-0.254406009115	0.358776803734	0.0125877464597	0.0487617677025	-1.22951472129	0.0430444174971	0.905253193817	0.25986585931	0.0745302961763	-0.309778524709	0.342066223217	-0.11399256896	0.341189553627	-0.355239543275	-0.596174536105	0.0251238479551	-0.350520463224	-0.122554059137	0.274771616191	0.0244955396003	0.278094551	0.218273254366	0.477946838547	0.607079871281	-0.45716830494	0.169358339231	0.196559974417	0.452642529364	-0.555896795638	-0.0740300782327	-0.0356344588379	0.180771225615	0.125966799323	-0.067999001517	-0.103507467055	-0.125253662165	0.33231301948	-0.359056761255	0.394858655816
YOL001W	-0.283539321468		0.00219023310828	-0.115279735056		0.264593780262	0.328492269035			0.417767386088	-0.188676879184		-0.30583966922	-0.171582173397			-0.211889941227	0.0968449971132	0.530541004532			0.183009394006			0.140585773914	-0.418714320015	-0.253878086339	0.773686850017	0.394295097899	0.247800062899	-0.212469015705	-0.0126593126664	0.461210019062	0.015310504726	-0.0632438956377		0.126005115085	0.452912650811	-0.130001221428		0.0697321733271	0.134940896141	-0.0288941957456	
YOL045W					-0.596873104066			-0.71268554554					0.107694528816								0.259702785906	0.812149030561	-0.0998261997898			-0.825519939959	-1.50904550478				1.50676915445					-1.35476180851								0.0650219702938
YOR039W	0.182832478989	0.049252244119	-0.0593473120313	0.136480669668	0.0482728250615	-0.0287111295335	-0.198685460739	-0.179707532609	-0.0168664897316	0.0910428456213	-0.0354839165458	-0.0552593930777	-0.156633176162	-0.0846299969962	0.0055003607023	-0.13367730215	0.0328706273494	-0.0903067780385	0.0935816213844	-0.324852995744	0.0302858851575	0.0275942642172	-0.10369495185	0.0667999328001	0.147432501856	-0.164882088394	0.0978496859004	-0.0477601886775	0.0382587267559	-0.0251461261442	-0.00705479159529	0.104792125208	-0.123027770503	-0.0467159295383	-0.0108787495693	0.0147695386377	-0.118327260261	0.0749049079985	-0.117463766618		-0.110656264587	-0.102613098416	0.0252546110753	-0.0359639806976
YOR061W	0.182832478989	0.049252244119	-0.0593473120313	0.136480669668	0.0482728250615	-0.0287111295335	-0.198685460739	0.375735200675	-0.0168664897316	0.0910428456213	-0.0354839165458	-0.0552593930777	0.0862657652528	-0.0846299969962	0.0055003607023	-0.13367730215	0.0328706273494	-0.0903067780385	0.0935816213844	-0.324852995744	-0.0299458110977	0.0275942642172	-0.10369495185	0.0667999328001	0.147432501856	-0.164882088394	0.0978496859004	-0.0477601886775	0.0382587267559	-0.0251461261442	-0.00705479159529	0.104792125208	-0.123027770503	-0.0467159295383	-0.0108787495693	0.0147695386377	-0.118327260261	0.0749049079985	-0.117463766618		-0.110656264587	-0.102613098416	0.0252546110753	-0.0359639806976
YPL031C	-0.206244089784	0.258254514914	-0.15361931623	-0.335995778336	-0.373962845435	0.0269750266633	-0.35556024506	-0.143413737163	0.0956224239213	-0.391423821704	-0.152795202394	-0.00358443135117	-0.317416220551	0.0688619279511	-0.563822936016	0.342066223217	-0.0776548017579	-0.00600540227667	0.0234196323633	0.198718625185	0.124853292325	-0.106974228191	-0.00692190166967	-0.503695830526	-0.269546930712	-0.190427063012	0.0994406726586	0.0610066692655	-0.236110944928	-0.14777575524	0.120622213698	0.453497187296	-0.444654261598	-0.695094172781	-0.0892001839237	-0.380912815287	0.0736332804224	0.147181685328	-0.153736496109	-0.103507467055	0.199691913569	0.00165948259331	-0.67766345531	0.109920536786
YPL153C	-0.293755809938	0.381285984199		0.359908531662	0.257541213083	-0.851077229988	0.0135007168638	-0.142200957901	-0.0503640491433	-0.525872844238	1.08348425839	-0.825082453343		-0.679772799769	-0.0389094297636	0.405272133076	-0.0385771347599		0.857879987528		-0.733813693312	-0.431373490505	0.709783931945	0.019577523548	0.524166377606	-1.30465814905	0.151315968036	0.83484212385	-0.64760818812	1.23048867332	0.0539969347446		0.375991549669	0.862997624527	0.281145959635	0.861435349163		0.536994999479	0.753336536671		1.47458242937		1.12488659929	0.0911201542716
YPL204W								-0.62306752662	-1.06825736829	1.52687256712			1.01226924382								-0.320609858951		-1.31111424632							0.916790768712											0.777223898759			
YPL209C		1.4747587699																																										
YPL256C	1.04383901555	-0.422368657523	-0.133964226459	0.515528650979	-1.26582996257	0.590228260612	-0.896510547622	-0.797124554827	2.41702035213	0.778888190467	-1.32731851048	-0.795967233911	-0.616128032626	0.487054774746	1.11644114632	-2.00327307672	0.230640638975	-0.801276493158	-0.284809966626	-0.166076405704	-0.162835529137	-0.660833561028	1.10936791819	0.0842763673247	1.1267414146	-0.0309824423376	-0.102076310665	-0.682273638466	0.461066113116	0.925396129754	-0.188642239473	0.757108707758	-0.844624778017	-0.422476101879	-0.528618398498	0.298491160038	0.405376919333	-0.711917397126	0.739810229553	-0.555660302922	0.590402816192	-0.96326780786	0.819342540766	-0.0168943184648
YPR119W	-0.371733748131	-0.00648816256313		0.377973797375	-0.75723474119	0.590355756576	0.129906897115	-0.0411521729468	0.562743171277	-0.891683077738	0.107179301198		-0.117717561604	-0.687726309124	-0.284791863277	-0.203209285956			0.251588327007	0.0697214286589	-0.192046525501	-0.140370920009	1.06695732993	-0.614656808233	-0.255249306866	0.594920713358	0.336311333916	-1.7628752076		0.259825499693	0.409061723135	0.331062159514		0.0910958672777	0.0669102129431		0.289087683798	0.120180622491		0.502553319172	1.10347075612	0.772427922466	-0.0525603292893	0.221792484176
YPR120C		0.318445713884						0.0992266987113													0.349128901262																							0.173617380879
YPR161C		0.0634505831057	-0.0711295173973	-0.0499409069526	-0.135848733581	-0.0462357311047	-0.30112889464	0.141103064907	-0.143324479649	-0.106809844039	-0.346324440847			-0.0812357483747				0.060944955905	-0.247475819673		0.168094475565		-0.484000823249			-0.259964644682	-0.102870338653	0.0129911965338	-0.0563422181995	0.128939967178	-0.0534858115869		0.0330482651594		-0.177969185057	0.00514276945733	-0.209568461597	0.0583049271422			0.0717265647047	-0.174414924878	-0.411771402244	-0.253137870566
