m/z	YBR059C	YGL021W	YBL009W	YNL020C	YGL180W	YJL095W	YGR188C	YGR262C	YBR274W	YIL035C	YOR061W	YNL298W	YFR014C	YOL016C	YML057W	YLR433C	YKL139W	YPR111W	YDL101C	YKL048C	YBL016W	YDR283C	YJL165C	YLR113W	YOR267C	YKL101W	YJL106W	YPR106W	YCL024W	YDR122W	YLR096W	YOR233W	YCR091W	YKL168C	YLL019C	YHR082C	YGR040W	YPR073C	YNL307C	YOR351C	YOR231W	YPL140C	YDL079C	YKL171W	YNL099C	YJL128C	YPL031C	YDR490C	YOL100W	YDR466W	YIL042C	YNR032W	YDL134C	YDL188C	YDR075W	YPL179W	YBR276C	YGR123C	YML016C	YIL095W	YKL116C	YDL214C	YAL017W	YOL045W	YLL010C	YLR019W	YDL006W	YBL056W	YBR125C	YOR090C	YCR079W	YHR076W	YKL198C	YJR059W	YDL230W	YOR208W	YLR248W	YMR139W	YFL033C	YER129W	YCR008W	YIL113W	YDL047W	YNL032W	YOL113W	YPL026C	YMR216C	YHR030C	YPR054W	YDR477W	YDR523C	YNR031C	YLR362W	YJL187C	YBL088C	YJR066W	YGL179C	YJL164C	YPL203W	YKL166C	YDR247W	YBR097W	YLR240W	YBR028C	YHR135C	YNL154C	YDL025C	YOL128C	YGL059W	YGR203W	YKL161C	YMR291W	YKL126W	YMR104C	YPL141C	YPL150W	YPL236C	YIR026C
267.9558	-0.356136445	-0.18241878	-0.064677158	-0.071475501	0.011973161	0.078897449	-0.134915254	-0.064450479	-0.041067442	-0.113468809	-0.07861706	0.006959312	-0.069706674	-0.031438821	0.211433318	0.036388933	0.447596443	-0.229492345	0.075136769	-0.165240533	0.109377026	0.411883139	0.08665686	-0.387723855	-0.044174741	-0.03548631	-0.155422169	-0.079602717	-0.329408356	0.121764849	0.29880574	-0.263748592	0.499195528	-0.114279034	0.205489462	-0.008065934	0.057376147	-0.078375862	0.408328774	0.345226596	0.204569084	-0.307272816	0.011391109	0.424983084	-0.04403961	-1.53194387	0.121906372	0.046463782	0.163045341	-0.252882095	-0.113430611	-0.184129118	0.008830176	-0.01198849	0.189916986	-0.12534916	0.132217487	0.348187295	0.151851209	-0.359053288	-0.198076779	0.050962309	-0.102849593	-0.176635673	-0.119351178	-0.020069898	0.098545117	0.167518946	0.048634002	-0.009325495	-0.061971205	-0.020485189	-0.121588445	-0.120927604	-0.241124657	0.064877852	-0.123086665	0.289276039	-0.084170381	0.085919791	0.033418042	-0.869134359	0.110094448	0.050942456	-0.150706589	0.390290768	-0.182265578	0.051945071	-0.204159502	-0.019288932	0.12422154	-0.057785695	0.03163398	-0.033888781	0.035894132	-0.245114617	-0.099578635	-0.36930954	0.362728598	-0.132095545	-0.407203633	-1.523396711	0.160627171	-0.092866895	-0.016271676	-0.149927392	0.053413401	-0.044531837	-0.128800584	-0.145255968	0.160298349	0.013042402	-0.960639229	-0.211715386	-0.085355992	0.017323702	-0.157717925	0.283835603
268.2294	-0.174636069	0.013453139	-0.033595619	-0.020927875	0.071147917	-0.02506068	-0.057481511	0.042863225	-0.029775678	0.011458073	-0.027086612	0.008087056	-0.118787213	-0.162758983	0.035249712	-0.023321016	0.031743861	-0.181006582	-0.110660662	-0.454703301	-0.190795644	-0.25012975	0.019953832	-0.113602604	0.011803387	1.024901306	0.09685277	-0.061616034	0.080397825	0.053138447	-0.097445257	-0.119912999	-0.192809688	-0.012701522	-0.046469488	-0.008391059	0.040692017	-0.011584401	-0.056401013	-0.106436	0.050561735	0.001545218	0.20631937	-0.020477272	-0.608816407	-0.111291137	-0.083371439	0.113642895	0.08989154	-0.610822668	0.151126551	-0.062861496	0.110404629	0.168391601	0.01391981	-0.056008655	0.148565327	-0.138662802	0.047667254	0.126426819	0.076675697	0.060434098	-0.025570087	-0.179616177	-0.044513928	0.377493425	-0.196001843	-0.073387955	0.04107045	0.049100608	-0.452117288	0.022685515	-0.024142611	-0.023496772	-0.016912186	0.130233445	0.049292151	0.080420037	0.052103697	0.090655276	-0.059545258	0.070665573	0.127953257	-0.207429286	-0.053171825	0.188453109	-0.384730818	-0.074378915	0.128933829	-0.196341964	-0.023303927	-0.099651663	-0.096444701	-0.049416944	0.106278898	-0.544231992	-0.10427436	0.105880073	0.073924718	-0.146755868	0.194383268	0.160186195	0.083731123	0.055887375	0.146320749	-0.011139994	-0.003588361	-0.291032952	-0.010675748	-0.295426439	0.479912398	-0.00336941	0.078288857	-0.552091296	-0.047337982	0.075818492	0.054451456	0.124435063
268.2626	-0.055574605	-0.012229074	0.019606291	-0.03182353	0.030828539	-0.062133998	0.006064353	-0.006569346	0.018334273	-0.026238495	0.127546967	0.014557434	-0.033899845	-0.063756983	0.175296131	0.009957064	0.1007271	-0.166909251	-0.073231174	-0.092734317	-0.07697707	-0.443373539	0.028438095	-0.099765518	0.025932676	0.364562398	0.03932546	-0.011091638	-0.036543012	0.205114773	-0.097294057	-0.023103022	-0.125042033	-0.045336454	0.075106347	0.057506604	-0.047112553	0.039631741	-0.040436338	-0.041527569	0.466785754	0.037428746	0.11397538	-0.068187577	-0.309873904	-0.14144186	-0.002895684	0.451656609	0.019695526	-0.384466001	0.056456329	-0.035374765	0.067772407	0.042236713	0.002144905	-0.019407483	0.293378533	-0.063846321	-0.0594713	-0.037543691	-0.015548195	0.007958261	-0.025847177	0.040017546	-0.126894712	0.250176351	-0.222311367	-0.042140555	-0.032858745	-0.064661942	-0.253467335	-0.022687995	-0.073247157	-0.024954419	-0.011835448	0.206120623	-0.044124244	0.111770218	-0.091130434	-0.013765977	-0.015678911	-0.022865502	0.01026292	-0.086180927	0.004554156	0.095655611	-0.322214478	-0.031722488	0.013967804	-0.117885296	-0.048318869	0.106526766	-0.226826849	0.108158092	0.216451414	-0.342965199	-0.027267926	0.047231724	0.330872229	-0.002971303	0.108046894	0.197253467	0.005279378	-0.040783659	0.459114859	-0.023692498	-0.131114386	-0.114535935	0.072646819	0.024432601	0.206729434	0.047543823	0.062286731	-0.322365298	0.423605993	0.086541492	0.055433512	0.291142632
269.0866	-0.023260869	0.095486503	-0.095083407	0.077640149	-0.006682392	-0.040889963	-0.041334871	-0.155903289	-0.11421382	-0.552776457	0.117156152	-0.080454767	-0.152564987	-0.149225905	0.099076855	-0.012740161	-0.062521085	-0.277191491	-0.086541935	-0.036928969	-0.083278818	0.586450895	-0.338734314	-0.02571214	-0.123360281	0.027692951	0.641066828	0.01418706	0.006300547	0.028944753	-0.085815359	-0.20727105	0.526602089	0.099372843	0.271633005	-0.079912531	0.019646804	0.03744008	-0.151006734	-0.071982022	-0.117647282	-0.09635626	-0.007119729	-0.101962469	0.100160924	0.139249432	-0.150982411	-0.149368795	-0.102527975	-0.007288477	-0.105171394	-0.077021099	0.295433446	0.028724085	-0.113247282	-0.066746144	-0.101583079	0.049147453	0.055478754	0.183729006	0.133830624	-0.085960581	0.077067283	-0.313534198	-0.024219852	-0.122543394	-0.038408694	-0.011880265	0.081431139	-0.132744967	0.089645023	-0.004477408	0.092480625	-0.025672253	0.047139802	0.005829997	-0.122214585	0.040908199	0.221566217	-0.022343621	0.134476447	0.445087392	0.328078927	-0.127140826	-0.066496824	-0.031688292	0.023123334	0.21686486	0.153053236	0.173659422	-0.124977669	-0.132924225	-0.005793001	-0.040329517	-0.204259765	0.069616539	-0.142729178	-0.162104204	-0.106272352	-0.080510418	-0.117246912	-0.090842157	-0.372524738	0.006579542	-0.14955106	-0.166574766	0.016064805	-0.115789307	-0.126782415	-0.019974339	0.047820959	-0.03829407	0.053438288	-0.187832292	-0.026164303	-0.104268919	0.024137647	-0.14861665
269.1355	0.002204588	-0.100357281	0.024792791	0.182772236	0.040738752	-0.080057074	0.088313419	0.087886311	0.078790478	-0.38995977	0.200698909	0.101069082	0.080336479	-0.008168809	0.250662132	-0.010565809	-0.099353649	-0.003630164	0.044948077	-0.031291417	0.117092453	0.395869218	-0.251036808	-0.210797594	0.009124385	0.044319701	0.444022624	0.084379371	-0.061925332	0.227105545	-0.135364985	-0.077673855	0.483633897	0.009273007	0.262574689	0.178583005	0.049410851	0.144561008	-0.285541433	-0.192638391	-0.093639147	-0.038584641	0.059522285	-0.070466406	-0.0896832	0.156204518	-0.062801913	0.047716301	-0.035202129	0.011766181	0.025077332	-0.055885123	0.21421375	0.138421235	0.147586296	0.022719584	0.080354663	-0.203422035	0.175870098	0.209696105	0.104035277	0.039114292	-0.12222837	-0.033280464	0.021181351	0.148723531	-0.034601503	-0.129479097	-0.036181073	-0.071577341	0.048592433	0.131848929	0.008494527	-0.027021418	0.051213705	0.182232181	-0.156865657	0.069481127	0.157152961	-0.2080254	-0.030023129	0.259164987	0.135270866	0.308818343	0.249760209	-0.075788873	-0.124500231	0.082143509	-0.027688124	0.169794656	-0.183314703	0.046812698	-0.006349385	-0.063901005	-0.049194675	-0.1668275	-0.05552934	0.070421527	-0.166960636	0.029091909	-0.026945303	-0.044490774	-0.145869541	0.054432761	0.075731541	-0.142989375	0.065140961	0.081791473	0.022235585	0.065762604	0.263990628	0.14074235	-0.15783064	-0.242026638	-0.122675944	-0.0070004	0.230055217	0.072042065
269.2154	-0.01690311	0.034562915	-0.002116654	0.008220294	-0.003657062	0.023482976	0.080264839	0.024031372	0.013483864	0.009483956	0.01646276	3.15e-05	-0.007061407	-0.033684996	0.023394093	0.015382215	0.137145482	0.027665399	-0.052850704	-1.51359398	0.024566455	-0.044434839	-0.037104318	-0.089441225	-0.034321172	0.213053303	0.121709179	-0.044869501	-0.072838541	0.086918448	-0.065634862	0.086294594	0.053558836	0.045554499	-0.061277774	0.097759586	-0.004407757	-0.029103863	-0.075903848	-0.065521477	0.014868276	-0.001344042	0.429814241	0.023037777	-1.653916981	0.026959503	-0.034987395	0.074888629	-0.017143514	-0.844766386	0.029297088	0.010976319	0.007516319	-0.003655105	-0.027998719	0.017920066	0.11783468	-0.100201255	-0.02618443	0.142951067	0.083109974	-0.050478629	-0.012341623	0.120122451	0.070844839	0.538748891	0.008752683	-0.13118803	-0.010570594	0.085414417	-0.660334052	0.152125431	0.057740609	0.000620185	0.061357141	-0.040374973	0.027943844	0.177895821	0.317152783	-0.010133699	-0.187236377	0.135737502	0.206228311	-0.013475127	0.062035134	0.038444957	-0.775185798	0.060279596	-0.033706376	0.019790723	-0.055384189	0.112388751	-0.001349532	0.004493141	0.065282104	-0.735078355	-0.010579396	0.077307786	0.012488664	-0.026761241	0.175848873	0.313187953	0.033432221	-0.023284137	0.015871473	0.026139603	0.030081652	-0.045182889	0.185288724	-0.073235676	0.210429806	0.023429018	-0.05463939	-0.23487311	-0.078797374	0.083454925	-0.004780989	0.03096854
269.2495	-0.064879228	0.010166266	-0.08661322	0.029071354	-0.034930165	-0.020771386	-0.00045275	-0.026113725	-0.051487137	-0.0447467	0.035428413	0.051176791	-0.045355099	-0.101760618	0.056924507	-0.019669588	0.13939061	-0.108055036	-0.06312665	-1.42623191	-0.035358745	0.201084479	-0.093752485	-0.093255186	-0.04253764	0.428734045	0.025238655	0.02051798	-0.057357233	0.10234862	-0.108881124	0.059173761	-0.015600631	0.011761419	-0.020437891	0.115157728	-0.020505677	-0.061387376	-0.020859902	-0.045785068	0.002010093	-0.065256882	0.284861965	-0.096538631	-1.991762062	-0.032456904	-0.055740314	0.02743616	-0.007089065	-0.861314548	0.025700868	-0.090706324	0.034666376	0.005727007	0.011796145	-0.042547686	0.083615348	-0.042088103	-0.066787413	0.157473133	0.071316396	-0.073192963	-0.038517389	-0.059225474	-0.041651622	0.51092723	-0.00272134	-0.228497554	0.017267266	0.004752156	-0.51047678	0.09783743	0.02034421	-0.060247164	0.067256811	0.094747236	-0.06263885	-0.037208994	0.207054184	0.012587926	-0.270645216	0.136117184	0.222063468	-0.08556313	0.05218467	-0.003063429	-0.680814229	-0.024874315	-0.05865246	-0.077390466	-0.042543472	-0.014296369	-0.019256917	-0.037124787	0.076535135	-0.585759104	-0.051833923	-0.027735541	0.012338063	-0.072087013	0.18783524	0.0493545	-0.045596041	-0.058105819	-0.001849036	-0.035118739	-0.018562292	-0.067144873	0.030046905	-0.013603386	0.405863465	-0.012736786	-0.016261854	-0.294751303	0.00983737	0.074203649	0.041642843	0.037386439
270.2525	-0.060851805	-0.008075789	-0.03933182	0.066989138	-0.010323345	-0.014609499	-0.019563035	-0.01678122	-0.051298045	-0.063942576	0.009627973	0.046844653	-0.024573998	-0.087544425	0.008878458	-0.049592873	0.146025583	-0.075009601	-0.046622302	-1.445573289	0.005652213	0.220184233	-0.103036369	-0.048882984	-0.032541436	0.389114042	0.058836323	0.008201874	-0.051151667	0.132309614	-0.042754709	0.161681087	0.028923076	0.064072269	-0.004007874	0.076908268	0.007443627	-0.041634673	-0.034397435	-0.108504626	-0.024466474	-0.15728031	0.317175128	-0.135772275	-1.751317219	0.020891035	-0.073093616	0.019277471	-0.003200837	-0.931829064	0.04508573	-0.087914402	0.04552614	-0.005157642	0.007598952	-0.049459627	0.101566634	-0.02448864	-0.062677996	0.211325448	0.030959934	-0.078902387	-0.05527252	-0.060437236	-0.057548636	0.540486562	0.006942983	-0.253311988	-0.027626696	-0.021722508	-0.387468442	0.076293988	0.01825295	-0.047172811	0.029797653	0.069186164	-0.11226321	0.002057466	0.218838254	0.037720616	-0.264924087	0.152991738	0.175599006	-0.077651799	0.068022742	-0.007347271	-0.762461689	-0.022822963	-0.042406766	-0.068625632	-0.049898408	0.01093795	-0.001559803	-0.027815585	0.083033961	-0.69553831	-0.061428783	-0.008569278	0.053961242	-0.081071465	0.20454258	0.09345062	-0.007414588	-0.104878342	0.051923275	-0.046218085	-0.029486503	-0.11902632	-0.060397333	-0.014687819	0.246343596	-0.012996538	-0.080532503	-0.371272799	0.019499372	0.097183648	0.16861655	0.067652409
270.8446	-0.205095574	-0.044312719	-0.073221327	-0.131153486	-0.059079285	-0.036028692	-0.342804147	-0.065061611	-0.147265006	-0.078471313	-0.227603268	-0.173831006	-0.05381459	-0.086110044	-0.010577431	-0.16716813	-0.239587613	-0.100107537	-0.108120093	-0.105590558	-0.122896562	0.085835406	-0.065532712	-0.066836638	0.104248567	-0.07554192	-0.234795979	0.023000747	-0.168015979	0.092599304	-0.277822323	-0.164858887	0.114670222	-0.05646108	-0.083877719	-0.031869238	0.057543952	-0.021660352	-0.178501926	-0.255021155	0.150696691	-0.171468604	-0.105976045	-0.06309279	-0.046980475	-0.807409799	0.085937148	0.087476547	-0.207388579	-0.184937221	-0.070568882	-0.259581254	-0.188204747	0.020154756	-0.347000039	-0.135899554	0.069996707	-0.340028784	0.056033002	-0.076273046	-0.032470592	-0.176424114	0.049296202	0.066575715	-0.042558841	-0.197069281	-0.135900399	-0.357971904	0.099165705	0.169308679	-0.150708168	0.000654283	-0.011807384	0.097425659	-0.061082241	0.003138078	-0.052160485	-0.090273644	-0.165793711	-0.039935837	-0.16058805	0.084687584	-0.076956146	-0.045636609	-0.229236121	0.046047362	-0.118988962	-0.160180151	-0.150189153	-0.164772764	-0.175655314	-0.113609501	-0.195994852	-0.169116904	-0.060141233	-0.106446943	-0.264524028	-0.252185194	-0.106388527	-0.177297178	-0.547379636	-1.048340578	-0.07846759	0.019366474	-0.172671159	0.23121623	-0.042588324	0.072721334	0.016791446	0.07792579	0.047944294	-0.095219362	-0.192880357	-0.120542739	-0.168830882	-0.060339575	-0.108340665	-0.401898155
271.0784	0.559207506	-0.12291752	0.265192883	-0.426849181	0.281129208	-0.063822169	-0.043850552	0.094682038	0.455790879	0.777045096	0.228569154	-0.118426932	0.561366424	0.416220935	-0.128722468	-0.158557248	0.804740837	0.391092355	0.889118444	-0.051978701	0.187060679	-1.056809269	0.807296213	-0.058207131	0.085728928	-0.128756164	0.694329057	0.112100654	0.763715832	0.044379481	0.061547377	1.017348352	-1.639363463	0.150047504	0.37879898	0.070364955	0.110130118	0.228694006	0.361685445	0.04674426	-0.285534915	0.570848729	0.279861949	-0.020486956	-0.136435015	1.59321002	0.118494264	0.046381258	0.272774831	-0.031619226	0.130088659	-0.20436385	0.10913061	0.163531822	-0.241433543	0.315121121	-0.162484529	0.769299122	-0.008901844	-0.001872742	0.224643029	0.336395293	-0.035086583	0.350433984	-0.882878944	0.416120027	-0.03959622	1.061335115	0.201317575	-0.312791609	0.16284914	0.522561842	0.019563865	-0.047718997	-0.048402676	-0.202082325	0.349314891	0.116086808	0.311780222	0.014053704	0.805166261	-1.436477157	0.166800057	0.189876594	-0.023792028	-0.103244289	0.064095137	0.337070527	-0.30883347	0.040990496	-1.178889317	0.334095098	0.402561487	0.265593036	-0.15587095	0.201401515	0.038908221	-0.038294863	-0.233135875	0.488511301	2.07768221	0.754364679	0.521819296	0.399244943	0.740776402	0.197118019	-0.044185596	-0.10939376	0.08280421	0.416950984	0.100259435	0.544377802	-1.340914769	0.203169301	0.607316331	0.042881728	-0.172125307	0.818364716
271.2286	-0.051685169	0.325691497	0.190014333	0.024240446	0.018682707	-0.193420209	0.119520819	0.158979582	-0.005568072	0.273488215	0.956506196	0.003564914	-0.014940359	-0.044384417	-0.052972762	0.35501129	0.197391429	0.597735069	0.030886005	-0.277157378	0.003877413	-0.314376296	0.443636377	-0.172084609	-0.024187984	0.075951234	0.142133923	-0.054559997	0.109598309	0.042621646	-0.046419692	0.216985244	-0.051420073	-0.037245062	-0.019833336	-0.153431565	0.012831211	-0.068796583	-0.167107277	-0.012553758	0.35613377	0.34861254	0.254349391	0.258384401	-1.130334441	-0.446501638	-0.11707787	0.390091604	0.130796691	-0.49214939	0.092042562	-0.110960432	-0.055480522	-0.090490021	-0.074870261	0.240582985	-0.051998925	-0.258336155	0.034411917	0.059362157	0.119084134	0.023238515	-0.066317631	0.581525496	0.004147113	0.569660655	-0.114502386	0.19756868	-0.098307818	0.413512044	-0.457841362	0.149274207	0.234335727	0.173533592	-0.005016106	0.063396398	0.228611158	0.314803905	-0.001305829	-0.074713616	0.022707115	-0.063898614	0.104885771	-0.048803627	0.407661872	0.323540932	-0.42759771	-0.057672471	0.098256479	-0.077253083	0.175610555	0.351041443	-0.022416596	0.067053524	0.500392028	-0.493563584	0.058346865	0.342573843	0.849769868	0.048132476	0.953625679	1.644416024	0.191009282	0.064389513	0.339894812	0.282540225	-0.027512751	0.02472868	0.529809507	-0.042514962	0.238587459	-0.049343532	1.145319166	0.192972577	-0.051799363	-0.128740596	0.010647105	0.341579393
272.0598	-0.135964549	0.233284192	0.067633325	0.185626058	-0.102975502	-0.464557526	-0.195462146	-0.15043125	-0.015440737	-0.005864966	0.288358514	-0.30058574	-0.321041009	0.118406569	0.313763269	0.734684713	-0.073056298	0.44658709	0.02470458	0.09944349	-0.116663107	-0.145615547	0.699058621	0.071452243	-0.092779035	0.712720742	-0.503664636	0.01799907	1.109459879	-0.072067069	-0.079875886	0.096241896	-0.231764164	-0.069496279	0.19256444	-0.176970784	0.175688492	-0.041853211	-0.308978026	0.041151681	0.72659304	-0.189947797	0.05687785	1.143281229	-0.046547342	0.426970658	0.428923353	0.833724998	0.220846102	-0.301309842	0.372858732	-0.027214212	0.266110041	1.637397978	-0.181853052	0.60613031	-0.060294449	-0.46142001	0.722252357	-0.197753139	-0.047010032	-0.020595099	-0.088334395	0.456265814	0.221265102	-0.046957296	0.134771008	0.474942571	0.69202134	0.799800236	-0.035160918	-0.518843854	0.593659359	1.901710058	0.2599965	0.063045756	-0.126233452	0.108779204	-0.060691591	0.03649052	0.235406238	0.693406454	0.828023103	0.119407738	0.924253825	0.956422449	-0.179601126	0.155190121	-0.131180788	0.06561686	0.867034709	0.091219484	-0.186517891	0.083667404	0.539752832	-0.290309895	-0.417723357	1.55131442	1.526545937	0.000898144	-0.084559954	-0.611744784	-0.043782788	0.050082552	0.029803174	0.706426546	0.066783771	-0.045647314	0.130103521	-0.188177321	0.381047763	-0.216218831	-0.427827464	0.31257945	-0.401165504	0.356365682	-0.320166092	3.050188741
272.0854	-0.056874987	-0.127282172	0.058685304	0.219612664	-0.022383032	-0.169043245	0.065074114	0.135489382	-0.006914543	0.203981558	-0.049442072	-0.085330145	-0.151679636	0.17509473	-0.066477711	-0.024687209	0.545767088	-0.142739935	0.18416497	0.11028715	0.010800085	-0.461714636	0.241368556	0.067901291	-0.084651173	0.051616139	-0.315782473	0.004892223	0.3786949	0.019403936	-0.085260694	0.4596973	-0.249080715	0.099712327	0.087119289	-0.142770053	0.053259541	-0.063854265	0.041791091	-0.016021735	0.005541219	0.055711186	0.076259425	0.436234006	0.063647481	0.564336566	0.088503372	-0.09561047	0.014522118	-0.014452162	-0.222143697	-0.200930764	0.020939838	0.709079216	-0.012223363	0.146843352	-0.035067016	-0.034665467	0.363180778	-0.083022426	0.040774491	-0.123950361	0.058525343	0.054880975	-0.19583235	0.112826271	0.057335462	0.501434023	0.170002651	0.060555019	-0.059536463	0.122130963	0.142031526	0.347615334	-0.115223367	-0.071100821	0.116376478	-0.084187885	-0.011320276	-0.241561664	0.34797551	-0.326084625	0.616065983	-0.047653919	-0.011289192	0.376276427	-0.185074751	-0.020919128	-0.233814472	0.087401062	0.063806269	0.151112823	-0.009344383	0.089200337	-0.14845117	-0.204040491	-0.266475985	0.703526479	0.184554181	0.086758302	0.766720106	0.148735945	0.213105417	-0.074132241	0.183703684	-0.030833096	-0.259234143	-0.153762497	-0.070815124	-0.019965842	0.162287689	-0.210323796	-0.592377999	-0.039386249	0.022651063	-0.14219992	-0.16875095	1.596712706
272.2309	0.024915222	0.244437825	0.29020984	0.084258062	0.03306193	-0.120501463	0.132342626	-0.050255319	-0.010100088	0.196420045	0.973773296	-0.033357247	0.003988526	-0.032358962	-0.034627984	0.218878505	0.171667445	0.573490775	0.069958964	-0.145430255	0.001890715	-0.111193274	0.5276354	-0.147704411	0.023797918	0.070016145	0.146266045	0.085683367	-0.028806193	0.128478163	-0.101877317	0.256897688	-0.104195762	-0.113879165	0.076810573	-0.183693779	0.011432133	-0.09817465	-0.167481977	-0.06073071	0.435084694	0.260141421	0.300620986	0.267488984	-0.854741647	-0.490618332	-0.158012942	0.366251557	0.137801676	-0.301327528	0.086557394	-0.14281907	-0.105071474	0.084128429	-0.191288379	0.185176319	-0.032578935	-0.204713112	0.157514522	0.024624919	0.009829498	0.020613387	-0.049260823	0.535418035	-0.017251505	0.508370139	-0.148402915	0.149616321	-0.046296042	0.324918458	-0.225289022	0.193663602	0.071712924	0.149098001	-0.134380772	0.039601831	0.061671975	0.472519985	0.039247121	-0.195712097	0.00928875	-0.019427463	-0.001937734	-0.180817102	0.259947912	0.25119229	-0.351866317	-0.141764787	0.052659839	-0.175650532	0.149040576	0.317407407	0.074120496	0.093871416	0.554805411	-0.412179788	-0.062983819	0.240824064	0.845602275	0.122682092	0.875149074	1.531243703	0.167713219	-0.073404775	0.358298174	0.252743732	-0.033536313	-0.025569894	0.592166032	-0.026704326	0.079899846	-0.128487368	1.046284298	0.232983149	-0.044750608	-0.170345701	-0.017753083	0.282922389
272.8379	-0.274906682	-0.166363696	0.004080856	-0.077593969	-0.075456449	-0.000461761	-0.307340859	0.139373406	-0.000260083	-0.016677372	-0.205097821	-0.204748013	-0.078511314	-0.044288225	-0.037652404	-0.172416933	-0.278944532	0.02474965	-0.20140722	-0.082040066	-0.152167495	0.109970829	-0.071821696	-0.165915355	0.045247668	-0.182828224	-0.395715551	0.071541653	-0.23770152	0.072916302	-0.269945469	-0.160972249	0.342261445	-0.216373308	-0.085825155	-0.160660073	0.103686538	0.00865237	-0.237048734	-0.259129465	0.074173722	-0.125087285	-0.170263416	0.070902879	-0.051468351	-0.950730231	0.167499246	0.17814429	-0.28351514	-0.224178143	-0.122059152	-0.22497101	-0.149280533	0.017893162	-0.296264356	-0.122382885	0.003628995	-0.404271486	0.116959748	-0.078162435	-0.105270147	-0.146046295	-0.048550222	0.20573331	-0.111035931	-0.156307001	-0.182179623	-0.335210316	0.087125801	0.097888661	-0.16875588	-0.072198953	-0.089717113	0.053482889	-0.14893998	0.12335629	-0.081034387	-0.098002016	-0.25759718	-0.16710817	-0.266817128	0.039538344	-0.099430299	-0.05548169	-0.237676099	0.087640176	-0.144680733	-0.154675166	-0.34292036	-0.103351318	-0.170503562	-0.156927821	-0.464684392	-0.241078428	-0.058255427	-0.172297315	-0.2636	-0.177651525	-0.139428132	-0.183447834	-0.669858507	-1.553009297	-0.012355779	0.008143384	-0.17829662	0.159644775	-0.17724767	0.076228084	0.04648371	0.053558929	0.028525635	0.024067215	-0.2595143	-0.203614616	-0.125197871	-0.092383775	-0.027436245	-0.427742441
273.0038	0.078220993	-0.067842089	0.206873198	0.113774131	-0.237322143	0.27151106	0.339158132	0.201824406	0.260826335	1.376331037	-0.172837211	0.303109353	0.332972201	-0.033352999	0.020566957	0.277106486	-0.364509052	0.507241111	0.07073149	-0.126316341	0.059890954	0.1650179	0.522586517	0.454521859	0.061435369	-0.087260563	4.81016029	0.327489528	0.724356014	0.029572867	-0.763156978	-0.144668786	0.591280275	0.264997167	0.09075109	0.052461916	0.337988603	0.294103718	0.070394597	-0.498249459	-0.096632643	0.430924277	-0.124451061	-0.011078215	-0.093701194	2.965415836	0.316671963	0.147549747	0.044215719	-0.027036687	0.063808714	0.547655137	0.375001082	0.020955017	0.434730996	0.527674858	-0.077112689	-0.921823315	0.003386148	0.183469944	0.035364355	0.274062431	0.098214525	0.369261586	-0.809498447	-0.045929955	-0.296872758	-0.48247791	0.478356266	0.767545332	-0.061029276	0.02591964	0.054668917	0.784638944	-0.080344523	0.16053732	0.268966132	0.194489775	-0.119722103	0.201624908	-0.310280382	0.508788112	-0.913269962	-0.050200039	0.401657088	0.596360798	0.166446736	0.310155966	0.004035821	0.486067671	0.335756581	0.079357969	-0.583786979	0.050354471	-0.058378404	0.267470712	0.149254919	0.151006103	-0.02240839	0.150612816	0.916882664	0.926349167	0.585480289	0.268295842	0.144505212	0.292993768	0.263712896	0.028091986	0.044324805	0.236648235	0.090506956	0.187660331	0.1674288	0.273489102	0.06853054	0.017853161	0.052203048	-0.388946663
273.0619	0.178463377	-0.071648266	0.313226674	-0.35331587	-0.004581474	-0.06587932	0.161515233	0.044322235	0.292142946	0.502228348	0.122147299	-0.034246969	0.298271097	0.358078579	0.040830348	0.025930853	0.132990415	0.266437231	0.486248527	0.006313235	0.283418898	-0.364538627	0.518939781	-0.253976226	-0.008657655	0.100876387	1.668056535	0.17643411	0.600628615	-0.02768329	-0.198945717	0.413720861	-0.551311419	0.054706175	0.23531917	0.028634648	0.025273096	0.048453085	0.092922212	-0.072893468	0.072744363	0.384511067	0.029499124	0.30178831	-0.008120288	1.315079824	0.238929184	-0.078515694	0.231472168	-0.074945735	0.040712961	-0.108864509	0.067034412	0.418711401	0.009642462	0.09130992	0.057036294	0.091652741	0.04907732	-0.00542848	0.140587973	0.382237789	0.050983616	0.433528237	-0.381191305	0.145916547	-0.020088937	0.521405812	0.353244494	0.171532603	0.014616536	0.266914741	0.096261216	0.453948897	-0.011287437	-0.10730797	0.218976116	0.117460982	0.056027362	-0.103337723	0.221563621	-0.816566732	0.254645625	0.40381548	0.271205602	0.203475114	0.10097472	0.239422221	-0.306393976	0.138553671	-0.537239496	0.401468927	0.07214239	0.151338723	0.02753255	0.166566019	-0.014182682	0.561666956	0.020406206	0.400726571	0.801339267	0.525283613	0.3705109	0.30595921	0.445684567	0.040835754	-0.062768064	-0.00223868	-0.015652588	0.268432244	0.121560897	0.389342923	-0.917823194	0.300132404	0.14517439	-0.061159102	-0.208509888	1.125385901
