id	name	formula	mz	mod	ion
s_0532	d-erythro-1-(imidazol-4-yl)glycerol 3-phosphate	C6H11N2O6P	237.0287454	-H(+)	430
s_0533	D-erythrose 4-phosphate(2-)	C4H9O7P	199.0017807	-H(+)	338
s_0535	d-fructose	C6H12O6	179.0568334	-H(+)	276
s_0537	d-fructose 1,6-bisphosphate	C6H14O12P2	338.9893513	-H(+)	758
s_0538	d-fructose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
s_0539	d-fructose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
s_0540	d-galactose	C6H12O6	179.0568334	-H(+)	276
s_0545	d-glucose	C6H12O6	179.0568334	-H(+)	276
s_0549	d-glucose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
s_0550	d-glyceraldehyde	C3H6O3	89.02482057	-H(+)	37
s_0551	d-mannose	C6H12O6	179.0568334	-H(+)	276
s_0553	d-mannose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
s_0554	d-mannose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
s_0555	d-ribose	C5H10O5	149.0446998	-H(+)	183
s_0557	d-ribulose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
s_0558	d-xylose	C5H10O5	149.0446998	-H(+)	183
s_0560	d-xylulose	C5H10O5	149.0446998	-H(+)	183
s_0561	d-xylulose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
s_0567	dcdp	C9H15N3O10P2	386.0236342	-H(+)	892
s_0574	decanoate	C10H20O2	171.1385071	-H(+)	252
s_0587	dehydro-D-arabinono-1,4-lactone	C5H6O5	145.013384	-H(+)	173
s_0588	Delta(6)-trans,Delta(8)-cis-leukotriene B4	C20H32O4	335.2312817	-H(+)	744
s_0591	dgdp	C10H15N5O10P2	426.0229958	-H(+)	981
s_0593	dgmp	C10H14N5O7P	346.055867	-H(+)	786
s_0595	dgtp	C10H16N5O13P3	505.986539	-H(+)	1137
s_0605	diphosphate	H4O7P2	176.9356656	-H(+)	270
s_0641	ergosterol ester	C29H44O2	423.3256315	-H(+)	978
s_0655	ethyl acetate	C4H8O2	87.04450366	-H(+)	35
s_0692	fumarate(2-)	C4H4O4	115.0048978	-H(+)	89
s_0695	gamma-amino-gamma-cyanobutanoic acid	C5H8N2O2	127.0510671	-H(+)	128
s_0700	gamma-aminobutyrate	C4H9NO2	102.0557171	-H(+)	63
s_0710	GDP-alpha-D-mannose	C16H25N5O16P2	604.0660547	-H(+)	1301
s_0717	glutathione	C10H17N3O6S	306.0768399	-H(+)	651
s_0721	glutathione disulfide	C20H32N6O12S2	611.1476184	-H(+)	1314
s_0731	glyceraldehyde 3-phosphate	C3H7O6P	168.9905597	-H(+)	242
s_0732	glycerol	C3H8O3	91.04000983	-H(+)	42
s_0734	glycerone	C3H6O3	89.02482057	-H(+)	37
s_0735	glycerone phosphate	C3H7O6P	168.9905597	-H(+)	242
s_0739	glycerophosphatidylethanolamine	C5H14NO6P	214.0479381	-H(+)	375
s_0740	glycine	C2H5NO2	74.02464043	-H(+)	22
s_0745	glycolaldehyde	C2H4O2	59.01432776	-H(+)	4
s_0752	gmp	C10H14N5O8P	362.051578	-H(+)	827
s_0798	homocitrate(3-)	C7H10O7	205.0360138	-H(+)	358
s_0800	homoisocitrate(3-)	C7H10O7	205.0360138	-H(+)	358
s_0808	hypoxanthine	C5H4N4O	135.03078	-H(+)	151
s_0817	indol-3-ylacetaldehyde	C10H9NO	158.0587985	-H(+)	210
s_0822	inosine	C10H12N4O5	267.0728682	-H(+)	512
s_0834	isoamyl  acetate	C7H14O2	129.0917385	-H(+)	133
s_0842	isobutyl acetate	C6H12O2	115.0756984	-H(+)	91
s_0847	isocitrate(3-)	C6H8O7	191.0198702	-H(+)	315
s_0853	itaconate(2-)	C5H6O4	129.0194152	-H(+)	130
s_0857	itp	C10H15N4O14P3	506.9650835	-H(+)	1139
s_0860	l-2-amino-3-oxobutanoate	C4H7NO3	116.0375867	-H(+)	92
s_0861	L-2-aminoadipate(2-)	C6H11NO4	160.0617878	-H(+)	220
s_0862	L-4-hydroxyglutamic semialdehyde	C5H9NO4	146.0458908	-H(+)	176
s_0863	l-alanine	C3H7NO2	88.04082563	-H(+)	36
s_0866	L-allothreonine	C4H9NO3	118.0504409	-H(+)	100
s_0867	L-allysine	C6H11NO3	144.066115	-H(+)	170
s_0871	l-arabinose	C5H10O5	149.0446998	-H(+)	183
s_0873	L-arginine	C6H14N4O2	173.1048314	-H(+)	257
s_0881	l-aspartate	C4H7NO4	132.0299262	-H(+)	139
s_0886	l-aspartate 4-semialdehyde	C4H7NO3	116.0375867	-H(+)	92
s_0896	L-gamma-glutamyl-L-cysteine	C8H14N2O5S	249.0551721	-H(+)	456
s_0899	l-glutamate	C5H9NO4	146.0458908	-H(+)	176
s_0907	l-glutamine	C5H10N2O3	145.0610973	-H(+)	174
s_0911	l-histidine	C6H9N3O2	154.0624059	-H(+)	191
s_0919	l-homoserine	C4H9NO3	118.0504409	-H(+)	100
s_0920	l-isoleucine	C6H13NO2	130.0871297	-H(+)	134
s_0925	l-leucine	C6H13NO2	130.0871297	-H(+)	134
s_0929	l-lysine	C6H14N2O2	145.098264	-H(+)	175
s_0933	l-methionine	C5H11NO2S	148.0444894	-H(+)	182
s_0936	l-phenylalanine	C9H11NO2	164.0713624	-H(+)	229
s_0939	l-proline	C5H9NO2	114.0560861	-H(+)	86
s_0942	l-saccharopine	C11H20N2O6	275.1254906	-H(+)	535
s_0947	l-sorbose	C6H12O6	179.0568334	-H(+)	276
s_0949	l-threonine	C4H9NO3	118.0504409	-H(+)	100
s_0952	l-tryptophan	C11H12N2O2	203.0827895	-H(+)	352
s_0960	l-valine	C5H11NO2	116.0710536	-H(+)	93
s_0968	laurate	C12H24O2	199.1701505	-H(+)	340
s_0985	leukotriene B4	C20H32O4	335.2312817	-H(+)	744
s_0987	lignocerate	C24H48O2	367.3588432	-H(+)	844
s_0994	linoleic acid	C18H32O2	279.233774	-H(+)	550
s_1009	maltose	C12H22O11	341.1088246	-H(+)	770
s_1014	melibiose	C12H22O11	341.1088246	-H(+)	770
s_1019	methylglyoxal	C3H4O2	71.01442679	-H(+)	18
s_1020	myo-inositol	C6H12O6	179.0568334	-H(+)	276
s_1028	myristate	C14H28O2	227.2023724	-H(+)	410
s_1035	myristoleate	C14H26O2	225.1855944	-H(+)	404
s_1071	N-acetyl-L-glutamate(2-)	C7H11NO5	188.0564805	-H(+)	304
s_1073	n-carbamoyl-l-aspartate	C5H8N2O5	175.0368147	-H(+)	263
s_1082	NAD(+)	C21H27N7O14P2	662.0988664	-H(+)	1387
s_1087	NADH	C21H27N7O14P2	662.0988664	-H(+)	1387
s_1117	o-acetyl-l-homoserine	C6H11NO4	160.0617878	-H(+)	220
s_1118	o-acetyl-l-serine	C5H9NO4	146.0458908	-H(+)	176
s_1122	o-phospho-l-homoserine	C4H10NO6P	198.0169659	-H(+)	334
s_1123	o-phospho-l-serine	C3H8NO6P	184.0014257	-H(+)	289
s_1132	octanoate	C8H16O2	143.107579	-H(+)	168
s_1145	oleate	C18H34O2	281.2493311	-H(+)	558
s_1151	ornithine	C5H12N2O2	131.0814761	-H(+)	138
s_1154	orotate	C5H4N2O4	155.0101434	-H(+)	193
s_1155	orotidine 5'-(dihydrogen phosphate)	C10H13N2O11P	367.0206593	-H(+)	840
s_1170	palmitate	C16H32O2	255.2354592	-H(+)	478
s_1177	palmitoleate	C16H30O2	253.2175732	-H(+)	469
s_1201	phenethyl acetate	C10H12O2	163.0731257	-H(+)	227
s_1206	phenylacetic acid	C8H8O2	135.0475963	-H(+)	152
s_1207	phosphate	H3O4P	96.96853994	-H(+)	47
s_1243	phosphoenolpyruvate	C3H5O6P	166.9747224	-H(+)	239
s_1247	phytosphingosine	C18H39NO3	316.2869482	-H(+)	696
s_1248	phytosphingosine 1-phosphate	C18H40NO6P	396.251813	-H(+)	917
s_1267	pseudouridine 5'-phosphate	C9H13N2O9P	323.0288599	-H(+)	707
s_1277	pyruvate	C3H4O3	87.00870457	-H(+)	34
s_1293	s-adenosyl-l-methionine	C15H22N6O5S	397.1250455	-H(+)	922
s_1304	sedoheptulose 7-phosphate	C7H15O10P	289.0340019	-H(+)	596
s_1315	sn-glycerol 3-phosphate	C3H9O6P	171.0061049	-H(+)	249
s_1329	stearate	C18H36O2	283.2661649	-H(+)	566
s_1338	succinate(2-)	C4H6O4	117.0188389	-H(+)	96
s_1341	succinic semialdehyde	C4H6O3	101.0245336	-H(+)	61
s_1345	sucrose	C12H22O11	341.1088246	-H(+)	770
s_1347	sulphate	H2O4S	96.96065774	-H(+)	46
s_1363	thiamine(1+)	C12H16N4OS	263.0978231	-H(+)	501
s_1381	trans-aconitate(3-)	C6H6O6	173.0082314	-H(+)	256
s_1409	ubiquinol-6	C39H60O4	591.4454391	-H(+)	1284
s_1411	udp	C9H14N2O12P2	402.9970473	-H(+)	934
s_1413	UDP-D-galactose	C15H24N2O17P2	565.0464784	-H(+)	1230
s_1415	UDP-D-glucose	C15H24N2O17P2	565.0464784	-H(+)	1230
s_1416	UDP-N-acetyl-alpha-D-glucosamine	C17H27N3O17P2	606.0735076	-H(+)	1306
s_1417	UMP	C9H13N2O9P	323.0288599	-H(+)	707
s_1421	uracil	C4H4N2O2	111.0195798	-H(+)	74
s_1427	uridine	C9H12N2O6	243.0606757	-H(+)	447
s_1430	utp	C9H15N2O15P3	482.9621415	-H(+)	1096
s_1457	zymosterol intermediate 1c	C28H44O3	427.3215114	-H(+)	983
