id	name	formula	mz	mod	ion
C00431	5-Aminopentanoate	C5H11NO2	116.0710536	-H(+)	93
C00719	Betaine	C5H11NO2	116.0710536	-H(+)	93
C15987	4-Methylaminobutyrate	C5H11NO2	116.0710536	-H(+)	93
C00042	Succinate	C4H6O4	117.0188389	-H(+)	96
C02170	Methylmalonate	C4H6O4	117.0188389	-H(+)	96
C00188	L-Threonine	C4H9NO3	118.0504409	-H(+)	100
C00263	L-Homoserine	C4H9NO3	118.0504409	-H(+)	100
C05519	L-Allothreonine	C4H9NO3	118.0504409	-H(+)	100
C00180	Benzoate	C7H6O2	121.030004	-H(+)	106
C00633	4-Hydroxybenzaldehyde	C7H6O2	121.030004	-H(+)	106
C06202	Salicylaldehyde	C7H6O2	121.030004	-H(+)	106
C07103	"2-Hydroxy-1,4-benzoquinone"	C6H4O3	123.0116032	-H(+)	120
C16671	"3,6-Dihydronicotinic acid"	C6H7NO2	124.0406082	-H(+)	122
C05123	2-Hydroxyethanesulfonate	C2H6O4S	124.9962134	-H(+)	123
C02814	"Benzene-1,2,4-triol"	C6H6O3	125.0242043	-H(+)	124
C00450	"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate"	C6H9NO2	126.055867	-H(+)	125
C04092	delta1-Piperideine-2-carboxylate	C6H9NO2	126.055867	-H(+)	125
C00906	"5,6-Dihydrothymine"	C5H8N2O2	127.0510671	-H(+)	128
C05715	gamma-Amino-gamma-cyanobutanoate	C5H8N2O2	127.0510671	-H(+)	128
C01877	4-Oxoproline	C5H7NO3	128.0352619	-H(+)	129
C01879	5-Oxoproline	C5H7NO3	128.0352619	-H(+)	129
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	C5H7NO3	128.0352619	-H(+)	129
C04282	1-Pyrroline-4-hydroxy-2-carboxylate	C5H7NO3	128.0352619	-H(+)	129
C00433	"2,5-Dioxopentanoate"	C5H6O4	129.0194152	-H(+)	130
C01732	Mesaconate	C5H6O4	129.0194152	-H(+)	130
C02226	2-Methylmaleate	C5H6O4	129.0194152	-H(+)	130
C02800	"4,5-Dioxopentanoate"	C5H6O4	129.0194152	-H(+)	130
C00233	4-Methyl-2-oxopentanoate	C6H10O3	129.0556962	-H(+)	132
C00671	(S)-3-Methyl-2-oxopentanoic acid	C6H10O3	129.0556962	-H(+)	132
C03467	beta-Ketoisocaproate	C6H10O3	129.0556962	-H(+)	132
C06102	Adipate semialdehyde	C6H10O3	129.0556962	-H(+)	132
C00123	L-Leucine	C6H13NO2	130.0871297	-H(+)	134
C00407	L-Isoleucine	C6H13NO2	130.0871297	-H(+)	134
C02378	6-Aminohexanoate	C6H13NO2	130.0871297	-H(+)	134
C02486	(3R)-beta-Leucine	C6H13NO2	130.0871297	-H(+)	134
C00489	Glutarate	C5H8O4	131.0343306	-H(+)	136
C00900	2-Acetolactate	C5H8O4	131.0343306	-H(+)	136
C03589	4-Hydroxy-2-oxopentanoate	C5H8O4	131.0343306	-H(+)	136
C04106	2-(Hydroxymethyl)-4-oxobutanoate	C5H8O4	131.0343306	-H(+)	136
C04181	3-Hydroxy-3-methyl-2-oxobutanoic acid	C5H8O4	131.0343306	-H(+)	136
C06010	(S)-2-Acetolactate	C5H8O4	131.0343306	-H(+)	136
C00077	L-Ornithine	C5H12N2O2	131.0814761	-H(+)	138
C00515	D-Ornithine	C5H12N2O2	131.0814761	-H(+)	138
C00049	L-Aspartate	C4H7NO4	132.0299262	-H(+)	139
C00402	D-Aspartate	C4H7NO4	132.0299262	-H(+)	139
C00149	(S)-Malate	C4H6O5	133.0135891	-H(+)	141
C00497	(R)-Malate	C4H6O5	133.0135891	-H(+)	141
C01801	Deoxyribose	C5H10O4	133.048284	-H(+)	143
C04039	"2,3-Dihydroxy-3-methylbutanoate"	C5H10O4	133.048284	-H(+)	143
C04272	"(R)-2,3-Dihydroxy-3-methylbutanoate"	C5H10O4	133.048284	-H(+)	143
C02394	Cinnamyl alcohol	C9H10O	133.0625749	-H(+)	144
C00147	Adenine	C5H5N5	134.0468042	-H(+)	146
C06056	4-Hydroxy-L-threonine	C4H9NO4	134.0468042	-H(+)	146
C00262	Hypoxanthine	C5H4N4O	135.03078	-H(+)	151
C01454	Toluate	C8H8O2	135.0475963	-H(+)	152
C03765	4-Hydroxyphenylacetaldehyde	C8H8O2	135.0475963	-H(+)	152
C07085	3-Vinylcatechol	C8H8O2	135.0475963	-H(+)	152
C07086	Phenylacetic acid	C8H8O2	135.0475963	-H(+)	152
C07211	m-Methylbenzoate	C8H8O2	135.0475963	-H(+)	152
C07215	o-Toluate	C8H8O2	135.0475963	-H(+)	152
C10700	4'-Hydroxyacetophenone	C8H8O2	135.0475963	-H(+)	152
C00156	4-Hydroxybenzoate	C7H6O3	137.0270719	-H(+)	155
C00805	Salicylate	C7H6O3	137.0270719	-H(+)	155
C05585	Gentisate aldehyde	C7H6O3	137.0270719	-H(+)	155
C06044	4-Hydroxyphenylethanol	C8H10O2	137.0606548	-H(+)	156
C06728	3-Ethylcatechol	C8H10O2	137.0606548	-H(+)	156
C07084	Styrene cis-glycol	C8H10O2	137.0606548	-H(+)	156
C01020	6-Hydroxynicotinate	C6H5NO3	138.0206451	-H(+)	157
C00682	2-Hydroxymuconate semialdehyde	C6H6O4	141.0162801	-H(+)	161
C02480	"cis,cis-Muconate"	C6H6O4	141.0162801	-H(+)	161
C03586	"2-Oxo-2,3-dihydrofuran-5-acetate"	C6H6O4	141.0162801	-H(+)	161
C14610	"(S)-5-Oxo-2,5-dihydrofuran-2-acetate"	C6H6O4	141.0162801	-H(+)	161
C00922	"2,3-Dimethylmaleate"	C6H8O4	143.0343577	-H(+)	166
C02295	Methylitaconate	C6H8O4	143.0343577	-H(+)	166
C02930	2-Methyleneglutarate	C6H8O4	143.0343577	-H(+)	166
C06423	Octanoic acid	C8H16O2	143.107579	-H(+)	168
C02946	4-Acetamidobutanoate	C6H11NO3	144.066115	-H(+)	170
C03239	6-Amino-2-oxohexanoate	C6H11NO3	144.066115	-H(+)	170
C03656	(S)-5-Amino-3-oxohexanoic acid	C6H11NO3	144.066115	-H(+)	170
C04076	L-2-Aminoadipate 6-semialdehyde	C6H11NO3	144.066115	-H(+)	170
C05825	2-Amino-5-oxohexanoate	C6H11NO3	144.066115	-H(+)	170
C00026	2-Oxoglutarate	C5H6O5	145.013384	-H(+)	173
C00064	L-Glutamine	C5H10N2O3	145.0610973	-H(+)	174
C00819	D-Glutamine	C5H10N2O3	145.0610973	-H(+)	174
C05100	3-Ureidoisobutyrate	C5H10N2O3	145.0610973	-H(+)	174
C16673	Isoglutamine	C5H10N2O3	145.0610973	-H(+)	174
C00047	L-Lysine	C6H14N2O2	145.098264	-H(+)	175
C00739	D-Lysine	C6H14N2O2	145.098264	-H(+)	175
C01142	"(3S)-3,6-Diaminohexanoate"	C6H14N2O2	145.098264	-H(+)	175
C01186	"(3S,5S)-3,5-Diaminohexanoate"	C6H14N2O2	145.098264	-H(+)	175
C05161	"2,5-Diaminohexanoate"	C6H14N2O2	145.098264	-H(+)	175
C00025	L-Glutamate	C5H9NO4	146.0458908	-H(+)	176
C00217	D-Glutamate	C5H9NO4	146.0458908	-H(+)	176
C00302	DL-Glutamate	C5H9NO4	146.0458908	-H(+)	176
C00979	O-Acetyl-L-serine	C5H9NO4	146.0458908	-H(+)	176
C03618	L-threo-3-Methylaspartate	C5H9NO4	146.0458908	-H(+)	176
C05938	L-4-Hydroxyglutamate semialdehyde	C5H9NO4	146.0458908	-H(+)	176
C05941	2-Oxo-4-hydroxy-5-aminovalerate	C5H9NO4	146.0458908	-H(+)	176
C09910	Actinidine	C10H13N	146.0977762	-H(+)	177
C00684	2-Dehydro-3-deoxy-L-arabinonate	C5H8O5	147.0291756	-H(+)	178
C01114	"L-Arabinono-1,4-lactone"	C5H8O5	147.0291756	-H(+)	178
C02266	D-Xylonolactone	C5H8O5	147.0291756	-H(+)	178
C02612	(R)-2-Methylmalate	C5H8O5	147.0291756	-H(+)	178
C02614	(S)-2-Methylmalate	C5H8O5	147.0291756	-H(+)	178
C02630	2-Hydroxyglutarate	C5H8O5	147.0291756	-H(+)	178
C03826	2-Dehydro-3-deoxy-D-xylonate	C5H8O5	147.0291756	-H(+)	178
C06032	D-erythro-3-Methylmalate	C5H8O5	147.0291756	-H(+)	178
C00423	trans-Cinnamate	C9H8O2	147.0462951	-H(+)	179
C05608	4-Hydroxycinnamyl aldehyde	C9H8O2	147.0462951	-H(+)	179
C17268	Pyruvophenone	C9H8O2	147.0462951	-H(+)	179
C00418	(R)-Mevalonate	C6H12O4	147.0631081	-H(+)	180
C00522	(R)-Pantoate	C6H12O4	147.0631081	-H(+)	180
C06007	"(R)-2,3-Dihydroxy-3-methylpentanoate"	C6H12O4	147.0631081	-H(+)	180
C00073	L-Methionine	C5H11NO2S	148.0444894	-H(+)	182
C00855	D-Methionine	C5H11NO2S	148.0444894	-H(+)	182
C00121	D-Ribose	C5H10O5	149.0446998	-H(+)	183
C00181	D-Xylose	C5H10O5	149.0446998	-H(+)	183
C00259	L-Arabinose	C5H10O5	149.0446998	-H(+)	183
C00309	D-Ribulose	C5H10O5	149.0446998	-H(+)	183
C00310	D-Xylulose	C5H10O5	149.0446998	-H(+)	183
C00312	L-Xylulose	C5H10O5	149.0446998	-H(+)	183
C00476	D-Lyxose	C5H10O5	149.0446998	-H(+)	183
C00508	L-Ribulose	C5H10O5	149.0446998	-H(+)	183
C01508	L-Lyxose	C5H10O5	149.0446998	-H(+)	183
C02646	4-Coumaryl alcohol	C9H10O2	149.0589281	-H(+)	184
C05629	Phenylpropanoate	C9H10O2	149.0589281	-H(+)	184
C00642	4-Hydroxyphenylacetate	C8H8O3	151.039128	-H(+)	187
C00755	4-Hydroxy-3-methoxy-benzaldehyde	C8H8O3	151.039128	-H(+)	187
C04043	"3,4-Dihydroxyphenylacetaldehyde"	C8H8O3	151.039128	-H(+)	187
C05593	3-Hydroxyphenylacetate	C8H8O3	151.039128	-H(+)	187
C05852	2-Hydroxyphenylacetate	C8H8O3	151.039128	-H(+)	187
C13636	4-Hydroxyphenyl acetate	C8H8O3	151.039128	-H(+)	187
C00632	3-Hydroxyanthranilate	C7H7NO3	152.0341389	-H(+)	188
C01270	3-Hydroxy-2-methylpyridine-5-carboxylate	C7H7NO3	152.0341389	-H(+)	188
C12107	AHBA	C7H7NO3	152.0341389	-H(+)	188
C00196	"2,3-Dihydroxybenzoate"	C7H6O4	153.0168341	-H(+)	190
C00230	"3,4-Dihydroxybenzoate"	C7H6O4	153.0168341	-H(+)	190
C00628	"2,5-Dihydroxybenzoate"	C7H6O4	153.0168341	-H(+)	190
C00135	L-Histidine	C6H9N3O2	154.0624059	-H(+)	191
C00295	Orotate	C5H4N2O4	155.0101434	-H(+)	193
C03680	4-Imidazolone-5-propanoate	C6H8N2O3	155.0442536	-H(+)	194
C05568	Imidazole lactate	C6H8N2O3	155.0442536	-H(+)	194
C02938	3-Indoleacetonitrile	C10H8N2	155.0627463	-H(+)	195
C00337	(S)-Dihydroorotate	C5H6N2O4	157.0258367	-H(+)	204
C02631	2-Isopropylmaleate	C7H10O4	157.0510526	-H(+)	205
C16432	5-Hydroxyectoine	C6H10N2O3	157.0590901	-H(+)	206
C00637	Indole-3-acetaldehyde	C10H9NO	158.0587985	-H(+)	210
C03087	5-Acetamidopentanoate	C7H13NO3	158.081703	-H(+)	211
C00322	2-Oxoadipate	C6H8O5	159.0293637	-H(+)	216
C00846	3-Oxoadipate	C6H8O5	159.0293637	-H(+)	216
C04287	"3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione"	C6H8O5	159.0293637	-H(+)	216
C16159	2-Formylglutarate	C6H8O5	159.0293637	-H(+)	216
C02656	6-Carboxyhexanoate	C7H12O4	159.0587738	-H(+)	217
C00956	L-2-Aminoadipate	C6H11NO4	160.0617878	-H(+)	220
C01046	N-Methyl-L-glutamate	C6H11NO4	160.0617878	-H(+)	220
C01077	O-Acetyl-L-homoserine	C6H11NO4	160.0617878	-H(+)	220
C17581	"3-Amino-2,3-dideoxy-scyllo-inosose"	C6H11NO4	160.0617878	-H(+)	220
C01088	"(R)-3,3-Dimethylmalate"	C6H10O5	161.0457211	-H(+)	222
C01989	3-Ethylmalate	C6H10O5	161.0457211	-H(+)	222
C02488	(R)-2-Ethylmalate	C6H10O5	161.0457211	-H(+)	222
C02991	"L-Rhamnono-1,4-lactone"	C6H10O5	161.0457211	-H(+)	222
C03652	"(2R,3S)-2,3-Dimethylmalate"	C6H10O5	161.0457211	-H(+)	222
C03979	2-Dehydro-3-deoxy-L-rhamnonate	C6H10O5	161.0457211	-H(+)	222
C06159	2-Dehydro-3-deoxy-D-fuconate	C6H10O5	161.0457211	-H(+)	222
C16390	(S)-2-(Hydroxymethyl)glutarate	C6H10O5	161.0457211	-H(+)	222
C17209	2-Deoxy-scyllo-inosose	C6H10O5	161.0457211	-H(+)	222
C17243	4-Methylthiobutylthiohydroximate	C5H11NOS2	164.0208085	-H(+)	228
C00079	L-Phenylalanine	C9H11NO2	164.0713624	-H(+)	229
C02265	D-Phenylalanine	C9H11NO2	164.0713624	-H(+)	229
C01606	Phthalate	C8H6O4	165.0205261	-H(+)	230
C03590	4-Hydroxyphenylglyoxylate	C8H6O4	165.0205261	-H(+)	230
C01198	3-(2-Hydroxyphenyl)propanoate	C9H10O3	165.053965	-H(+)	231
C01456	Tropate	C9H10O3	165.053965	-H(+)	231
C05581	3-Methoxy-4-hydroxyphenylacetaldehyde	C9H10O3	165.053965	-H(+)	231
C05607	Phenyllactate	C9H10O3	165.053965	-H(+)	231
C11457	3-(3-Hydroxy-phenyl)-propanoic acid	C9H10O3	165.053965	-H(+)	231
C12206	Caffeyl alcohol	C9H10O3	165.053965	-H(+)	231
C07715	Fluorene	C13H10	165.0717076	-H(+)	232
C05587	3-Methoxytyramine	C9H13NO2	166.0863276	-H(+)	237
C00074	Phosphoenolpyruvate	C3H5O6P	166.9747224	-H(+)	239
C02798	3-Phosphonopyruvate	C3H5O6P	166.9747224	-H(+)	239
C00366	Urate	C5H4N4O3	167.0235123	-H(+)	240
C03340	"L-2,3-Dihydrodipicolinate"	C7H7NO4	168.0272666	-H(+)	241
C12477	"3-Methylpyrrole-2,4-dicarboxylic acid"	C7H7NO4	168.0272666	-H(+)	241
C00111	Glycerone phosphate	C3H7O6P	168.9905597	-H(+)	242
C00118	D-Glyceraldehyde 3-phosphate	C3H7O6P	168.9905597	-H(+)	242
C07276	"Limonene-1,2-diol"	C10H18O2	169.1232717	-H(+)	243
C16462	Citronellate	C10H18O2	169.1232717	-H(+)	243
C17621	10-Hydroxygeraniol	C10H18O2	169.1232717	-H(+)	243
C18202	8-Methyl-6-nonenoic acid	C10H18O2	169.1232717	-H(+)	243
C03972	"2,3,4,5-Tetrahydrodipicolinate"	C7H9NO4	170.0454597	-H(+)	245
C12108	AminoDHS	C7H9NO4	170.0454597	-H(+)	245
C00093	sn-Glycerol 3-phosphate	C3H9O6P	171.0061049	-H(+)	249
C16322	9-Oxononanoic acid	C9H16O3	171.1019602	-H(+)	251
C01571	Decanoic acid	C10H20O2	171.1385071	-H(+)	252
C00417	cis-Aconitate	C6H6O6	173.0082314	-H(+)	256
C05422	Dehydroascorbate	C6H6O6	173.0082314	-H(+)	256
C00062	L-Arginine	C6H14N4O2	173.1048314	-H(+)	257
C00792	D-Arginine	C6H14N4O2	173.1048314	-H(+)	257
C01041	Monodehydroascorbate	C6H7O6	174.0163589	-H(+)	258
C00438	N-Carbamoyl-L-aspartate	C5H8N2O5	175.0368147	-H(+)	263
C02123	3-Propylmalate	C7H12O5	175.0609996	-H(+)	264
C02504	(2S)-2-Isopropylmalate	C7H12O5	175.0609996	-H(+)	264
C04411	"(2R,3S)-3-Isopropylmalate"	C7H12O5	175.0609996	-H(+)	264
C03145	N-Formyl-L-methionine	C6H11NO3S	176.0390646	-H(+)	267
C00013	Diphosphate	P2H4O7	176.9356656	-H(+)	270
C00198	"D-Glucono-1,5-lactone"	C6H10O6	177.0404735	-H(+)	272
C00204	2-Dehydro-3-deoxy-D-gluconate	C6H10O6	177.0404735	-H(+)	272
C00691	"2,4,6/3,5-Pentahydroxycyclohexanone"	C6H10O6	177.0404735	-H(+)	272
C01040	"L-Gulono-1,4-lactone"	C6H10O6	177.0404735	-H(+)	272
C01115	"L-Galactono-1,4-lactone"	C6H10O6	177.0404735	-H(+)	272
C01216	2-Dehydro-3-deoxy-D-galactonate	C6H10O6	177.0404735	-H(+)	272
C03383	"D-Galactono-1,4-lactone"	C6H10O6	177.0404735	-H(+)	272
C06892	2-Deoxy-5-keto-D-gluconic acid	C6H10O6	177.0404735	-H(+)	272
C16737	5-Deoxy glucuronic acid	C6H10O6	177.0404735	-H(+)	272
C00031	D-Glucose	C6H12O6	179.0568334	-H(+)	276
C00095	D-Fructose	C6H12O6	179.0568334	-H(+)	276
C00124	D-Galactose	C6H12O6	179.0568334	-H(+)	276
C00137	myo-Inositol	C6H12O6	179.0568334	-H(+)	276
C00159	D-Mannose	C6H12O6	179.0568334	-H(+)	276
C00221	beta-D-Glucose	C6H12O6	179.0568334	-H(+)	276
C00247	L-Sorbose	C6H12O6	179.0568334	-H(+)	276
C00267	alpha-D-Glucose	C6H12O6	179.0568334	-H(+)	276
C00795	D-Tagatose	C6H12O6	179.0568334	-H(+)	276
C01487	D-Allose	C6H12O6	179.0568334	-H(+)	276
C01680	D-Fuconate	C6H12O6	179.0568334	-H(+)	276
C01825	L-Galactose	C6H12O6	179.0568334	-H(+)	276
C01934	L-Rhamnonate	C6H12O6	179.0568334	-H(+)	276
C02336	beta-D-Fructose	C6H12O6	179.0568334	-H(+)	276
C07130	Theophylline	C7H8N4O2	179.0568334	-H(+)	276
C07480	Theobromine	C7H8N4O2	179.0568334	-H(+)	276
C13747	"1,7-Dimethylxanthine"	C7H8N4O2	179.0568334	-H(+)	276
C06711	Fluoren-9-ol	C13H10O	181.0615439	-H(+)	284
C11821	5-Hydroxyisourate	C5H4N4O4	183.0179454	-H(+)	287
C11405	(3R)-3-Isopropenyl-6-oxoheptanoate	C10H16O3	183.1018199	-H(+)	288
C11419	(3S)-3-Isopropenyl-6-oxoheptanoate	C10H16O3	183.1018199	-H(+)	288
C01005	O-Phospho-L-serine	C3H8NO6P	184.0014257	-H(+)	289
C00197	3-Phospho-D-glycerate	C3H7O7P	184.9855709	-H(+)	292
C00631	2-Phospho-D-glycerate	C3H7O7P	184.9855709	-H(+)	292
C11404	(3R)-6-Hydroxy-3-isopropenyl-heptanoate	C10H18O3	185.1205754	-H(+)	294
C11406	(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate	C10H18O3	185.1205754	-H(+)	294
C11417	(3S)-6-Hydroxy-3-isopropenyl-heptanoate	C10H18O3	185.1205754	-H(+)	294
C11420	(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate	C10H18O3	185.1205754	-H(+)	294
C01092	8-Amino-7-oxononanoate	C9H17NO3	186.1143761	-H(+)	296
C04002	"(Z)-But-1-ene-1,2,4-tricarboxylate"	C7H8O6	187.024216	-H(+)	298
C04225	"(Z)-But-2-ene-1,2,3-tricarboxylate"	C7H8O6	187.024216	-H(+)	298
C02727	N6-Acetyl-L-lysine	C8H16N2O3	187.1075227	-H(+)	301
C12989	N2-Acetyl-L-lysine	C8H16N2O3	187.1075227	-H(+)	301
C01717	4-Hydroxy-2-quinolinecarboxylic acid	C10H7NO3	188.0355074	-H(+)	303
C02172	N-Acetylisatin	C10H7NO3	188.0355074	-H(+)	303
C00624	N-Acetyl-L-glutamate	C7H11NO5	188.0564805	-H(+)	304
C03871	L-2-Amino-6-oxoheptanedioate	C7H11NO5	188.0564805	-H(+)	304
C12109	AminoDHQ	C7H11NO5	188.0564805	-H(+)	304
C00944	3-Dehydroquinate	C7H10O6	189.0396535	-H(+)	308
C06201	"2,4-Dihydroxyhept-2-enedioate"	C7H10O6	189.0396535	-H(+)	308
C17220	2-Oxo-7-methylthioheptanoic acid	C8H14O3S	189.0601868	-H(+)	309
C04546	(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate	C8H14O5	189.0733615	-H(+)	310
C05635	5-Hydroxyindoleacetate	C10H9NO3	190.0534004	-H(+)	312
C00158	Citrate	C6H8O7	191.0198702	-H(+)	315
C00311	Isocitrate	C6H8O7	191.0198702	-H(+)	315
C00679	5-Dehydro-4-deoxy-D-glucarate	C6H8O7	191.0198702	-H(+)	315
C04575	"(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate"	C6H8O7	191.0198702	-H(+)	315
C05598	Phenylacetylglycine	C10H11NO3	192.0683083	-H(+)	318
C01494	Ferulate	C10H10O4	193.0524802	-H(+)	322
C12204	5-Hydroxyconiferaldehyde	C10H10O4	193.0524802	-H(+)	322
C00257	D-Gluconic acid	C6H12O7	195.0516458	-H(+)	328
C00514	D-Mannonate	C6H12O7	195.0516458	-H(+)	328
C00800	L-Gulonate	C6H12O7	195.0516458	-H(+)	328
C00817	D-Altronate	C6H12O7	195.0516458	-H(+)	328
C00880	D-Galactonate	C6H12O7	195.0516458	-H(+)	328
C16356	"1,7-Dimethyluric acid"	C7H8N4O3	195.0516458	-H(+)	328
C01102	O-Phospho-L-homoserine	C4H10NO6P	198.0169659	-H(+)	334
C12147	L-Threonine O-3-phosphate	C4H10NO6P	198.0169659	-H(+)	334
C12215	Iminoerythrose 4-phosphate	C4H10NO6P	198.0169659	-H(+)	334
C12448	Ecgonine methyl ester	C10H17NO3	198.1149033	-H(+)	335
C00279	D-Erythrose 4-phosphate	C4H9O7P	199.0017807	-H(+)	338
C02679	Dodecanoic acid	C12H24O2	199.1701505	-H(+)	340
C03569	"2,2',3-Trihydroxybiphenyl"	C12H10O3	201.0521577	-H(+)	344
C00331	Indolepyruvate	C11H9NO3	202.0525579	-H(+)	348
C12986	N2-Acetyl-L-aminoadipate	C8H13NO5	202.0716036	-H(+)	349
C00078	L-Tryptophan	C11H12N2O2	203.0827895	-H(+)	352
C02470	Xanthurenic acid	C10H7NO4	204.0312928	-H(+)	354
C05663	6-Hydroxykynurenate	C10H7NO4	204.0312928	-H(+)	354
C00725	Lipoate	C8H14O2S2	205.0360138	-H(+)	358
C01251	"(R)-2-Hydroxybutane-1,2,4-tricarboxylate"	C7H10O7	205.0360138	-H(+)	358
C02225	2-Methylcitrate	C7H10O7	205.0360138	-H(+)	358
C04593	"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate"	C7H10O7	205.0360138	-H(+)	358
C05662	Homoisocitrate	C7H10O7	205.0360138	-H(+)	358
C05610	Sinapoyl aldehyde	C11H12O4	207.0654294	-H(+)	365
C09816	Benzylsuccinate	C11H12O4	207.0654294	-H(+)	365
