id	name	formula	mz	mod	ion
C00043	UDP-N-acetyl-D-glucosamine	C17H27N3O17P2	741.9974298	.H2PO4K-H(+)	1484
C00044	GTP	C10H16N5O14P3	579.9454619	.NaCl-H(+)	1262
C00047	L-Lysine	C6H14N2O2	145.098264	-H(+)	175
C00047	L-Lysine	C6H14N2O2	146.0977762	[+1]-H(+)	177
C00049	L-Aspartate	C4H7NO4	88.04082563	-CO2-H(+)	36
C00049	L-Aspartate	C4H7NO4	132.0299262	-H(+)	139
C00049	L-Aspartate	C4H7NO4	133.0346536	[+1]-H(+)	142
C00049	L-Aspartate	C4H7NO4	169.9875891	.H/K-H(+)	244
C00049	L-Aspartate	C4H7NO4	267.955798	.H2PO4K-H(+)	516
C00051	Glutathione	C10H17N3O6S	306.0768399	-H(+)	651
C00051	Glutathione	C10H17N3O6S	307.0777189	[+1]-H(+)	655
C00051	Glutathione	C10H17N3O6S	344.0326679	.H/K-H(+)	778
C00051	Glutathione	C10H17N3O6S	442.0035717	.H2PO4K-H(+)	1011
C00051	Glutathione	C10H17N3O6S	479.9579939	.HPO4K2-H(+)	1089
C00052	UDP-D-galactose	C15H24N2O17P2	565.0464784	-H(+)	1230
C00052	UDP-D-galactose	C15H24N2O17P2	566.0511389	[+1]-H(+)	1233
C00053	3'-Phosphoadenylyl sulfate	C10H15N5O13P2S	505.986539	-H(+)	1137
C00053	3'-Phosphoadenylyl sulfate	C10H15N5O13P2S	523.9918941	+OH(-)	1164
C00053	3'-Phosphoadenylyl sulfate	C10H15N5O13P2S	527.9573027	.H/Na-H(+)	1172
C00053	3'-Phosphoadenylyl sulfate	C10H15N5O13P2S	625.9272507	.H2PO4Na-H(+)	1339
C00054	"Adenosine 3',5'-bisphosphate"	C10H15N5O10P2	346.055867	-H3PO4-H(+)	786
C00054	"Adenosine 3',5'-bisphosphate"	C10H15N5O10P2	346.055867	-HPO3-H(+)	786
C00054	"Adenosine 3',5'-bisphosphate"	C10H15N5O10P2	426.0229958	-H(+)	981
C00054	"Adenosine 3',5'-bisphosphate"	C10H15N5O10P2	463.9831553	.H/K-H(+)	1051
C00054	"Adenosine 3',5'-bisphosphate"	C10H15N5O10P2	561.9503013	.H2PO4K-H(+)	1222
C00055	CMP	C9H14N3O8P	322.0457397	-H(+)	704
C00055	CMP	C9H14N3O8P	442.0035717	.H2PO4Na-H(+)	1011
C00055	CMP	C9H14N3O8P	463.9831553	.HPO4Na2-H(+)	1051
C00058	Formate	CH2O2	82.954344	.H/K-H(+)	28
C00058	Formate	CH2O2	316.8671948	.(H2PO4K)2-H(+)	697
C00059	Sulfate	H2SO4	96.96065774	-H(+)	46
C00059	Sulfate	H2SO4	118.9438113	.H/Na-H(+)	101
C00059	Sulfate	H2SO4	134.9168875	.H/K-H(+)	148
C00059	Sulfate	H2SO4	232.8875897	.H2PO4K-H(+)	419
C00059	Sulfate	H2SO4	270.8445674	.HPO4K2-H(+)	524
C00062	L-Arginine	C6H14N4O2	173.1048314	-H(+)	257
C00062	L-Arginine	C6H14N4O2	174.1067122	[+1]-H(+)	260
C00062	L-Arginine	C6H14N4O2	195.0871181	.H/Na-H(+)	329
C00062	L-Arginine	C6H14N4O2	211.0605566	.H/K-H(+)	371
C00062	L-Arginine	C6H14N4O2	309.0323857	.H2PO4K-H(+)	665
C00062	L-Arginine	C6H14N4O2	346.9930084	.HPO4K2-H(+)	788
C00062	L-Arginine	C6H14N4O2	444.9717758	.(H2PO4K)2-H(+)	1017
C00063	CTP	C9H16N3O14P3	402.0148183	-H3PO4-H(+)	931
C00063	CTP	C9H16N3O14P3	402.0148183	-HPO3-H(+)	931
C00063	CTP	C9H16N3O14P3	481.9808158	-H(+)	1094
C00063	CTP	C9H16N3O14P3	499.9924921	+OH(-)	1132
C00064	L-Glutamine	C5H10N2O3	127.0510671	-H2O-H(+)	128
C00064	L-Glutamine	C5H10N2O3	128.0352619	-NH3-H(+)	129
C00064	L-Glutamine	C5H10N2O3	145.0610973	-H(+)	174
C00064	L-Glutamine	C5H10N2O3	163.0731257	+OH(-)	227
C00064	L-Glutamine	C5H10N2O3	183.0179454	.H/K-H(+)	287
C00068	Thiamin diphosphate	C12H19N4O7P2S	424.0451057	-H(+)	979
C00072	Ascorbate	C6H8O6	294.9833275	.H2PO4Na-H(+)	614
C00072	Ascorbate	C6H8O6	310.9609684	.H2PO4K-H(+)	676
C00073	L-Methionine	C5H11NO2S	148.0444894	-H(+)	182
C00073	L-Methionine	C5H11NO2S	283.96815	.H2PO4K-H(+)	576
C00073	L-Methionine	C5H11NO2S	289.986833	.HPO4Na2-H(+)	598
C00074	Phosphoenolpyruvate	C3H5O6P	87.00870457	-H3PO4-H(+)	34
C00074	Phosphoenolpyruvate	C3H5O6P	87.00870457	-HPO3-H(+)	34
C00074	Phosphoenolpyruvate	C3H5O6P	166.9747224	-H(+)	239
C00074	Phosphoenolpyruvate	C3H5O6P	184.9855709	+OH(-)	292
C00075	UTP	C9H15N2O15P3	402.9970473	-H3PO4-H(+)	934
C00075	UTP	C9H15N2O15P3	402.9970473	-HPO3-H(+)	934
C00075	UTP	C9H15N2O15P3	482.9621415	-H(+)	1096
C00075	UTP	C9H15N2O15P3	624.9133542	.HPO4Na2-H(+)	1335
C00077	L-Ornithine	C5H12N2O2	114.0560861	-NH3-H(+)	86
C00077	L-Ornithine	C5H12N2O2	131.0814761	-H(+)	138
C00077	L-Ornithine	C5H12N2O2	132.0842563	[+1]-H(+)	140
C00077	L-Ornithine	C5H12N2O2	189.0396535	.NaCl-H(+)	308
C00077	L-Ornithine	C5H12N2O2	267.0089261	.H2PO4K-H(+)	511
C00078	L-Tryptophan	C11H12N2O2	203.0827895	-H(+)	352
C00078	L-Tryptophan	C11H12N2O2	204.0874445	[+1]-H(+)	355
C00078	L-Tryptophan	C11H12N2O2	241.0384583	.H/K-H(+)	443
C00079	L-Phenylalanine	C9H11NO2	147.0462951	-NH3-H(+)	179
C00079	L-Phenylalanine	C9H11NO2	164.0713624	-H(+)	229
C00079	L-Phenylalanine	C9H11NO2	165.0717076	[+1]-H(+)	232
C00081	ITP	C10H15N4O14P3	506.9650835	-H(+)	1139
C00081	ITP	C10H15N4O14P3	642.894085	.H2PO4K-H(+)	1361
C00082	L-Tyrosine	C9H11NO3	202.0525579	.H/Na-H(+)	348
C00082	L-Tyrosine	C9H11NO3	295.9869459	.(NaCl)2-H(+)	617
C00084	Acetaldehyde	C2H4O	276.9325812	.(H2PO4)2KH-H(+)	537
C00085	D-Fructose 6-phosphate	C6H13O9P	179.0568334	-H3PO4-H(+)	276
C00085	D-Fructose 6-phosphate	C6H13O9P	179.0568334	-HPO3-H(+)	276
C00085	D-Fructose 6-phosphate	C6H13O9P	215.0325851	-CO2-H(+)	379
C00085	D-Fructose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00085	D-Fructose 6-phosphate	C6H13O9P	296.9729444	.H2/Ca-H(+)	622
C00085	D-Fructose 6-phosphate	C6H13O9P	296.9729444	.H/K-H(+)	622
C00085	D-Fructose 6-phosphate	C6H13O9P	316.9795587	.NaCl-H(+)	698
C00086	Urea	CH4N2O	174.9415415	.(NaCl)2-H(+)	262
C00089	Sucrose	C12H22O11	323.0977086	-H2O-H(+)	708
C00089	Sucrose	C12H22O11	341.1088246	-H(+)	770
C00089	Sucrose	C12H22O11	342.1127084	[+1]-H(+)	773
C00089	Sucrose	C12H22O11	359.1196651	+OH(-)	821
C00089	Sucrose	C12H22O11	360.1229019	[+1]+OH(-)	822
C00089	Sucrose	C12H22O11	363.088619	.H/Na-H(+)	832
C00089	Sucrose	C12H22O11	379.0665225	.H/K-H(+)	870
C00089	Sucrose	C12H22O11	477.0346074	.H2PO4K-H(+)	1081
C00089	Sucrose	C12H22O11	514.9917449	.HPO4K2-H(+)	1152
C00092	D-Glucose 6-phosphate	C6H13O9P	179.0568334	-H3PO4-H(+)	276
C00092	D-Glucose 6-phosphate	C6H13O9P	179.0568334	-HPO3-H(+)	276
C00092	D-Glucose 6-phosphate	C6H13O9P	215.0325851	-CO2-H(+)	379
C00092	D-Glucose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00092	D-Glucose 6-phosphate	C6H13O9P	296.9729444	.H2/Ca-H(+)	622
C00092	D-Glucose 6-phosphate	C6H13O9P	296.9729444	.H/K-H(+)	622
C00092	D-Glucose 6-phosphate	C6H13O9P	316.9795587	.NaCl-H(+)	698
C00093	sn-Glycerol 3-phosphate	C3H9O6P	91.04000983	-H3PO4-H(+)	42
C00093	sn-Glycerol 3-phosphate	C3H9O6P	91.04000983	-HPO3-H(+)	42
C00093	sn-Glycerol 3-phosphate	C3H9O6P	171.0061049	-H(+)	249
C00095	D-Fructose	C6H12O6	161.0457211	-H2O-H(+)	222
C00095	D-Fructose	C6H12O6	179.0568334	-H(+)	276
C00095	D-Fructose	C6H12O6	180.0600392	[+1]-H(+)	281
C00096	GDP-mannose	C16H25N5O16P2	604.0660547	-H(+)	1301
C00097	L-Cysteine	C3H7NO2S	138.0206451	+OH(-)	157
C00099	beta-Alanine	C3H7NO2	71.01442679	-NH3-H(+)	18
C00099	beta-Alanine	C3H7NO2	88.04082563	-H(+)	36
C00101	Tetrahydrofolate	C19H23N7O6	662.0988664	.(H2PO4)2NaH-H(+)	1387
C00103	D-Glucose 1-phosphate	C6H13O9P	179.0568334	-H3PO4-H(+)	276
C00103	D-Glucose 1-phosphate	C6H13O9P	179.0568334	-HPO3-H(+)	276
C00103	D-Glucose 1-phosphate	C6H13O9P	215.0325851	-CO2-H(+)	379
C00103	D-Glucose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00103	D-Glucose 1-phosphate	C6H13O9P	296.9729444	.H2/Ca-H(+)	622
C00103	D-Glucose 1-phosphate	C6H13O9P	296.9729444	.H/K-H(+)	622
C00103	D-Glucose 1-phosphate	C6H13O9P	316.9795587	.NaCl-H(+)	698
C00104	IDP	C10H14N4O11P2	445.0256348	+OH(-)	1018
C00104	IDP	C10H14N4O11P2	542.9267639	.(NaCl)2-H(+)	1197
C00105	UMP	C9H13N2O9P	243.0606757	-H3PO4-H(+)	447
C00105	UMP	C9H13N2O9P	323.0288599	-H(+)	707
C00105	UMP	C9H13N2O9P	341.0312217	+OH(-)	768
C00106	Uracil	C4H4N2O2	111.0195798	-H(+)	74
C00106	Uracil	C4H4N2O2	112.0223402	[+1]-H(+)	77
C00109	2-Oxobutanoate	C4H6O3	57.03459301	-CO2-H(+)	2
C00109	2-Oxobutanoate	C4H6O3	83.01351893	-H2O-H(+)	29
C00109	2-Oxobutanoate	C4H6O3	101.0245336	-H(+)	61
C00109	2-Oxobutanoate	C4H6O3	102.0275744	[+1]-H(+)	62
C00109	2-Oxobutanoate	C4H6O3	119.0353237	+OH(-)	102
C00109	2-Oxobutanoate	C4H6O3	120.0385275	[+1]+OH(-)	105
C00111	Glycerone phosphate	C3H7O6P	89.02482057	-H3PO4-H(+)	37
C00111	Glycerone phosphate	C3H7O6P	89.02482057	-HPO3-H(+)	37
C00111	Glycerone phosphate	C3H7O6P	168.9905597	-H(+)	242
C00111	Glycerone phosphate	C3H7O6P	187.0014588	+OH(-)	297
C00111	Glycerone phosphate	C3H7O6P	206.9381783	.H2/Ca-H(+)	363
C00112	CDP	C9H15N3O11P2	322.0457397	-H3PO4-H(+)	704
C00112	CDP	C9H15N3O11P2	322.0457397	-HPO3-H(+)	704
C00112	CDP	C9H15N3O11P2	402.0148183	-H(+)	931
C00112	CDP	C9H15N3O11P2	543.9487394	.HPO4Na2-H(+)	1199
C00116	Glycerol	C3H8O3	73.02937447	-H2O-H(+)	21
C00116	Glycerol	C3H8O3	91.04000983	-H(+)	42
C00117	D-Ribose 5-phosphate	C5H11O8P	149.0446998	-H3PO4-H(+)	183
C00117	D-Ribose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C00117	D-Ribose 5-phosphate	C5H11O8P	266.9598857	.H2/Ca-H(+)	510
C00118	D-Glyceraldehyde 3-phosphate	C3H7O6P	89.02482057	-H3PO4-H(+)	37
C00118	D-Glyceraldehyde 3-phosphate	C3H7O6P	89.02482057	-HPO3-H(+)	37
C00118	D-Glyceraldehyde 3-phosphate	C3H7O6P	168.9905597	-H(+)	242
C00118	D-Glyceraldehyde 3-phosphate	C3H7O6P	187.0014588	+OH(-)	297
C00118	D-Glyceraldehyde 3-phosphate	C3H7O6P	206.9381783	.H2/Ca-H(+)	363
C00120	Biotin	C10H16N2O3S	385.0201397	.HPO4Na2-H(+)	890
C00121	D-Ribose	C5H10O5	131.0343306	-H2O-H(+)	136
C00121	D-Ribose	C5H10O5	149.0446998	-H(+)	183
C00121	D-Ribose	C5H10O5	150.0495658	[+1]-H(+)	185
C00121	D-Ribose	C5H10O5	187.0014588	.H/K-H(+)	297
C00122	Fumarate	C4H4O4	71.01442679	-CO2-H(+)	18
C00122	Fumarate	C4H4O4	133.0135891	+OH(-)	141
C00122	Fumarate	C4H4O4	134.0180208	[+1]+OH(-)	145
C00123	L-Leucine	C6H13NO2	113.0605026	-NH3-H(+)	83
C00123	L-Leucine	C6H13NO2	130.0871297	-H(+)	134
C00124	D-Galactose	C6H12O6	161.0457211	-H2O-H(+)	222
C00124	D-Galactose	C6H12O6	179.0568334	-H(+)	276
C00124	D-Galactose	C6H12O6	180.0600392	[+1]-H(+)	281
C00127	Glutathione disulfide	C20H32N6O12S2	611.1476184	-H(+)	1314
C00130	IMP	C10H13N4O8P	365.0473773	+OH(-)	836
C00130	IMP	C10H13N4O8P	564.9826088	.(H2PO4)2NaH-H(+)	1229
C00130	IMP	C10H13N4O8P	586.9573094	.(H2PO4Na)2-H(+)	1274
C00131	dATP	C10H16N5O12P3	625.9272507	.H2PO4K-H(+)	1339
C00133	D-Alanine	C3H7NO2	71.01442679	-NH3-H(+)	18
C00133	D-Alanine	C3H7NO2	88.04082563	-H(+)	36
C00135	L-Histidine	C6H9N3O2	154.0624059	-H(+)	191
C00135	L-Histidine	C6H9N3O2	155.0627463	[+1]-H(+)	195
C00137	myo-Inositol	C6H12O6	161.0457211	-H2O-H(+)	222
C00137	myo-Inositol	C6H12O6	179.0568334	-H(+)	276
C00137	myo-Inositol	C6H12O6	180.0600392	[+1]-H(+)	281
C00140	N-Acetyl-D-glucosamine	C8H15NO6	202.0716036	-H2O-H(+)	349
C00140	N-Acetyl-D-glucosamine	C8H15NO6	220.0830615	-H(+)	395
C00140	N-Acetyl-D-glucosamine	C8H15NO6	258.0367496	.H/K-H(+)	495
C00141	3-Methyl-2-oxobutanoic acid	C5H8O3	97.02739857	-H2O-H(+)	48
C00141	3-Methyl-2-oxobutanoic acid	C5H8O3	115.0389749	-H(+)	90
C00141	3-Methyl-2-oxobutanoic acid	C5H8O3	133.048284	+OH(-)	143
C00144	GMP	C10H14N5O8P	362.051578	-H(+)	827
C00147	Adenine	C5H5N5	116.0375867	-H2O-H(+)	92
C00147	Adenine	C5H5N5	134.0468042	-H(+)	146
C00147	Adenine	C5H5N5	135.0475963	[+1]-H(+)	152
C00148	L-Proline	C5H9NO2	114.0560861	-H(+)	86
C00149	(S)-Malate	C4H6O5	89.02482057	-CO2-H(+)	37
C00149	(S)-Malate	C4H6O5	133.0135891	-H(+)	141
C00149	(S)-Malate	C4H6O5	134.0180208	[+1]-H(+)	145
C00149	(S)-Malate	C4H6O5	170.970096	.H/K-H(+)	248
C00152	L-Asparagine	C4H8N2O3	149.0589281	+OH(-)	184
C00156	4-Hydroxybenzoate	C7H6O3	137.0270719	-H(+)	155
C00156	4-Hydroxybenzoate	C7H6O3	159.0060164	.H/Na-H(+)	215
C00158	Citrate	C6H8O7	147.0291756	-CO2-H(+)	178
C00158	Citrate	C6H8O7	173.0082314	-H2O-H(+)	256
C00158	Citrate	C6H8O7	191.0198702	-H(+)	315
C00158	Citrate	C6H8O7	192.0230534	[+1]-H(+)	317
C00159	D-Mannose	C6H12O6	161.0457211	-H2O-H(+)	222
C00159	D-Mannose	C6H12O6	179.0568334	-H(+)	276
C00159	D-Mannose	C6H12O6	180.0600392	[+1]-H(+)	281
C00163	Propanoate	C3H6O2	55.01954469	-H2O-H(+)	1
C00163	Propanoate	C3H6O2	73.02937447	-H(+)	21
C00163	Propanoate	C3H6O2	91.04000983	+OH(-)	42
C00164	Acetoacetate	C4H6O3	57.03459301	-CO2-H(+)	2
C00164	Acetoacetate	C4H6O3	83.01351893	-H2O-H(+)	29
C00164	Acetoacetate	C4H6O3	101.0245336	-H(+)	61
C00164	Acetoacetate	C4H6O3	102.0275744	[+1]-H(+)	62
C00164	Acetoacetate	C4H6O3	119.0353237	+OH(-)	102
C00164	Acetoacetate	C4H6O3	120.0385275	[+1]+OH(-)	105
C00166	Phenylpyruvate	C9H8O3	380.977304	.(H2PO4)2NaH-H(+)	874
C00167	UDP-glucuronate	C15H22N2O18P2	616.9878662	.H/K-H(+)	1328
C00170	5'-Methylthioadenosine	C11H15N5O3S	296.0823193	-H(+)	618
C00177	Cyanide	CN	82.954344	.NaCl-H(+)	28
C00179	Agmatine	C5H14N4	245.0268607	.(NaCl)2-H(+)	453
C00179	Agmatine	C5H14N4	303.0023215	.HPO4K2-H(+)	646
C00180	Benzoate	C7H6O2	77.04034612	-CO2-H(+)	24
C00180	Benzoate	C7H6O2	121.030004	-H(+)	106
C00180	Benzoate	C7H6O2	122.0322173	[+1]-H(+)	118
C00180	Benzoate	C7H6O2	178.9921959	.NaCl-H(+)	275
C00180	Benzoate	C7H6O2	256.9587566	.H2PO4K-H(+)	493
C00181	D-Xylose	C5H10O5	131.0343306	-H2O-H(+)	136
C00181	D-Xylose	C5H10O5	149.0446998	-H(+)	183
C00181	D-Xylose	C5H10O5	150.0495658	[+1]-H(+)	185
C00181	D-Xylose	C5H10O5	187.0014588	.H/K-H(+)	297
C00183	L-Valine	C5H11NO2	116.0710536	-H(+)	93
C00183	L-Valine	C5H11NO2	117.0743904	[+1]-H(+)	99
C00184	Glycerone	C3H6O3	71.01442679	-H2O-H(+)	18
C00184	Glycerone	C3H6O3	89.02482057	-H(+)	37
C00184	Glycerone	C3H6O3	90.02773161	[+1]-H(+)	40
C00184	Glycerone	C3H6O3	107.0351892	+OH(-)	68
C00184	Glycerone	C3H6O3	126.9805109	.H/K-H(+)	127
C00185	Cellobiose	C12H22O11	323.0977086	-H2O-H(+)	708
C00185	Cellobiose	C12H22O11	341.1088246	-H(+)	770
C00185	Cellobiose	C12H22O11	342.1127084	[+1]-H(+)	773
C00185	Cellobiose	C12H22O11	359.1196651	+OH(-)	821
C00185	Cellobiose	C12H22O11	360.1229019	[+1]+OH(-)	822
C00185	Cellobiose	C12H22O11	363.088619	.H/Na-H(+)	832
C00185	Cellobiose	C12H22O11	379.0665225	.H/K-H(+)	870
C00185	Cellobiose	C12H22O11	477.0346074	.H2PO4K-H(+)	1081
C00185	Cellobiose	C12H22O11	514.9917449	.HPO4K2-H(+)	1152
C00186	(S)-Lactate	C3H6O3	71.01442679	-H2O-H(+)	18
C00186	(S)-Lactate	C3H6O3	89.02482057	-H(+)	37
C00186	(S)-Lactate	C3H6O3	90.02773161	[+1]-H(+)	40
C00186	(S)-Lactate	C3H6O3	107.0351892	+OH(-)	68
C00186	(S)-Lactate	C3H6O3	126.9805109	.H/K-H(+)	127
C00188	L-Threonine	C4H9NO3	101.0245336	-NH3-H(+)	61
C00188	L-Threonine	C4H9NO3	118.0504409	-H(+)	100
C00196	"2,3-Dihydroxybenzoate"	C7H6O4	153.0168341	-H(+)	190
C00196	"2,3-Dihydroxybenzoate"	C7H6O4	190.9650422	.H2/Ca-H(+)	314
C00197	3-Phospho-D-glycerate	C3H7O7P	166.9747224	-H2O-H(+)	239
C00197	3-Phospho-D-glycerate	C3H7O7P	184.9855709	-H(+)	292
C00198	"D-Glucono-1,5-lactone"	C6H10O6	159.0293637	-H2O-H(+)	216
C00198	"D-Glucono-1,5-lactone"	C6H10O6	177.0404735	-H(+)	272
C00198	"D-Glucono-1,5-lactone"	C6H10O6	195.0516458	+OH(-)	328
C00198	"D-Glucono-1,5-lactone"	C6H10O6	394.974812	.(H2PO4)2NaH-H(+)	913
C00199	D-Ribulose 5-phosphate	C5H11O8P	149.0446998	-H3PO4-H(+)	183
C00199	D-Ribulose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C00199	D-Ribulose 5-phosphate	C5H11O8P	266.9598857	.H2/Ca-H(+)	510
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2	606.0735076	-H(+)	1306
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2	607.0775058	[+1]-H(+)	1307
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2	624.0883808	+OH(-)	1332
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2	644.0331643	.H/K-H(+)	1364
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2	741.9974298	.H2PO4K-H(+)	1484
C00204	2-Dehydro-3-deoxy-D-gluconate	C6H10O6	159.0293637	-H2O-H(+)	216
C00204	2-Dehydro-3-deoxy-D-gluconate	C6H10O6	177.0404735	-H(+)	272
C00204	2-Dehydro-3-deoxy-D-gluconate	C6H10O6	195.0516458	+OH(-)	328
C00204	2-Dehydro-3-deoxy-D-gluconate	C6H10O6	394.974812	.(H2PO4)2NaH-H(+)	913
C00206	dADP	C10H15N5O9P2	545.961409	.H2PO4K-H(+)	1202
C00207	Acetone	C3H6O	57.03459301	-H(+)	2
C00207	Acetone	C3H6O	58.03837771	[+1]-H(+)	3
C00207	Acetone	C3H6O	94.98054294	.H2/Ca-H(+)	44
C00208	Maltose	C12H22O11	323.0977086	-H2O-H(+)	708
C00208	Maltose	C12H22O11	341.1088246	-H(+)	770
C00208	Maltose	C12H22O11	342.1127084	[+1]-H(+)	773
C00208	Maltose	C12H22O11	359.1196651	+OH(-)	821
